NAME,PUNTO GPS
ESCUELA LA AMISTAD-ENTREGAN KITS DE ALIMENTOS UNA VEZ POR SEMANA,"https://www.google.com/maps/place/25%C2%B014'35.6%22S+57%C2%B034'52.4%22W/@-25.2434202,-57.5870043,15.75z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-25.2432227!4d-57.5812202?hl=es"
ESCUELA JOSE MARIA BOGARIN LA SALLE- ENTREGAN KITS DE ALIMENTOS CADA 12 O 15 DIAS,"https://www.google.com/maps/place/25%C2%B015'13.4%22S+57%C2%B035'32.7%22W/@-25.2537676,-57.5928573,19.75z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-25.2537118!4d-57.5924094?hl=es"
OLLA POPULAR SOLIDARIA,"https://www.google.com/maps/place/25%C2%B016'34.8%22S+57%C2%B038'44.7%22W/@-25.2762432,-57.647052,17.25z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-25.2763213!4d-57.6457499?hl=es"
OLLA POPULAR 3 DE FEBRERO,"https://www.google.com/maps/place/25%C2%B016'43.7%22S+57%C2%B038'02.7%22W/@-25.2788155,-57.6362646,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-25.2788155!4d-57.6340759?hl=es"
OLLA POPULAR KARU GUASU,"https://www.google.com/maps/place/25%C2%B015'45.8%22S+57%C2%B035'56.9%22W/@-25.2627636,-57.5996538,19z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-25.262724!4d-57.599146"
OLLA POPULAR,"https://www.google.com/maps/place/Manuel+Gondra,+Asunci%C3%B3n/@-25.283318,-57.6275287,18.75z/data=!4m5!3m4!1s0x945da7e9dc7b412b:0xca6bd4ecb392c2f8!8m2!3d-25.2838301!4d-57.6272185"
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,https://goo.gl/maps/eaQRSf9aXBSBJBxP6
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,https://goo.gl/maps/xteuBAUWkXn5NJEq6
N/A,"https://www.google.com/maps/place/25%C2%B023'33.1%22S+57%C2%B026'20.0%22W/@-25.392526,-57.4410867,17z/data=!3m1!4b1!4m6!3m5!1s0!7e2!8m2!3d-25.3925256!4d-57.4388979"
N/A,https://goo.gl/maps/5U6wwT4ojrbHMkwm8
N/A,"https://www.google.com.py/maps/dir/-25.426762,-57.4745604/-25.431732,-57.4750031/@-25.4323431,-57.5449415,12z"
N/A,https://goo.gl/maps/iSuDmWi26L81HYm49
N/A,"https://www.google.com/maps/place/25°21'53.8%22S+57°24'42.8%22W/@-25.3649483,-57.4140768,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-25.3649483!4d-57.4118881?hl=fr"
N/A,Ubicación El Salvador Capiata
N/A,"https://www.google.com.py/maps/dir//-25.43067,-57.4683435/@-25.4306091,-57.5389933,12z/data=!3m1!4b1"
N/A,Ubicación Nva Esperanza Capiata
N/A,"https://www.google.com.py/maps/place/25%C2%B019'58.0%22S+57%C2%B025'53.2%22W/@-25.332783,-57.431435,960m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0?hl=es"
N/A,Ubicación Primero de Mayo Lambare
N/A,https://goo.gl/maps/WZyCEDaovj5WLCMu5
N/A,https://goo.gl/maps/zmUEspKX32wGUVGf9
N/A,"https://www.google.com/maps/place/25%C2%B009'25.0%22S+57%C2%B026'43.3%22W/@-25.1569356,-57.4475508,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0?hl=es"
N/A,"Jeroviaha, Colonia Juan de Salazar"
N/A,"https://www.google.com/maps?q=-25.15812110900879,-57.49283981323242&z=17&hl=fr"
N/A,"https://www.google.com.py/maps/dir//-25.1642275,-57.4943517/@-25.1633434,-57.5645107,12z"
N/A,https://goo.gl/maps/xAVmuguAz8yDd26YA
N/A,"https://www.google.com.py/maps/dir//-25.1676305,-57.4541755/@-25.1681652,-57.4563754,18z"
N/A,"https://www.google.com/maps?q=-25.17056655883789,-57.460975646972656&z=17&hl=fr"
N/A,"https://www.google.com.py/maps/dir//-25.1248892,-57.4686866/@-25.1245762,-57.5388117,12z"
N/A,"https://www.google.com/maps/place/25%C2%B010'13.0%22S+57%C2%B027'33.7%22W/@-25.1702627,-57.4615545,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-25.1702627!4d-57.4593658?hl=es"
N/A,"https://www.google.com/maps/place/25%C2%B010'18.9%22S+57%C2%B027'30.2%22W/@-25.171914,-57.4605742,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-25.1719189!4d-57.4583855"
N/A,https://goo.gl/maps/w1Wa8Zh4MY7Z57d46
N/A,"https://www.google.com/maps/place/25%C2%B007'35.9%22S+57%C2%B027'30.4%22W/@-25.126646,-57.4606199,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-25.126646!4d-57.4584312?hl=es"
N/A,"https://www.google.com/maps/place/25%C2%B007'35.9%22S+57%C2%B027'30.4%22W/@-25.126646,-57.4606199,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-25.126646!4d-57.4584312?hl=es"
N/A,"https://www.google.com/maps/place/25%C2%B008'34.9%22S+57%C2%B030'11.4%22W/@-25.1430141,-57.5053467,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-25.143019!4d-57.503158?hl=es-PY"
N/A,"https://www.google.com.py/maps/dir//-25.1648535,-57.4208654/@-25.1651234,-57.4911999,12z"
N/A,https://goo.gl/maps/yUxGJsfsQxcFenNh9
N/A,https://goo.gl/maps/Gitvyd3DVSPGHJ7i6
N/A,https://goo.gl/maps/wvhC3GsBwvEaHdcH8
N/A,Ubicación
N/A,"https://www.google.com/maps?q=-25.162292,-57.494917&hl=es-PY&gl=py&shorturl=1"
N/A,"https://www.google.com/maps/place/25%C2%B012'08.7%22S+57%C2%B028'49.4%22W/@-25.202413,-57.4825877,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-25.202413!4d-57.480399"
N/A,"https://www.google.com/maps?q=-25.1761023,-57.4571234&z=17&hl=es"
N/A,"https://www.google.com/maps/place/25°10'42.3%22S+57°27'29.2%22W/@-25.178421,-57.4602881,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-25.178421!4d-57.4580994?hl=fr"
N/A,"https://www.google.com/maps/place/25°10'37.0%22S+57°27'27.2%22W/@-25.1769371,-57.4597464,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-25.1769371!4d-57.4575577?hl=fr"
N/A,"https://www.google.com/maps/place/25%C2%B006'52.3%22S+57%C2%B028'39.6%22W/@-25.1143528,-57.4775839,401m/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d-25.1145383!4d-57.4776528?hl=es"
N/A,https://goo.gl/maps/NwaB9g5mNAZiKFHA7
N/A,"https://www.google.com/maps/place/25%C2%B007'35.6%22S+57%C2%B027'34.4%22W/@-25.1270617,-57.4603182,284m/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d-25.1265417!4d-57.4595517?hl=es"
N/A,https://goo.gl/maps/afW9wJ2KGkahb8fb7
N/A,"https://www.google.com/maps/place/25%C2%B009'25.8%22S+57%C2%B027'08.2%22W/@-25.1567879,-57.4540738,17.75z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-25.157156!4d-57.4522896?hl=es"
N/A,"https://www.google.com/maps/place/25%C2%B009'25.8%22S+57%C2%B027'08.2%22W/@-25.1567879,-57.4540738,17.75z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-25.157156!4d-57.4522896?hl=es"
N/A,https://maps.app.goo.gl/F6DUHx5ooW2vkRWV8
N/A,https://goo.gl/maps/gXaiPnw9udRnRddLA
N/A,Ubicación
N/A,Ubicación
N/A,https://goo.gl/maps/D1XjDnDEbfmpaBtv6
N/A,https://goo.gl/maps/xXDXsXhVhnqeMTfE6
N/A,https://goo.gl/maps/bkNRBNQxYwpaxVRH7
N/A,https://goo.gl/maps/Pst7s1DNSpSmDVzn9
N/A,https://goo.gl/maps/ZrLAxqhcmXg1m1nz9
N/A,Ubicación
N/A,https://goo.gl/maps/3QZxVNi4dFiuHKXK8
N/A,https://goo.gl/maps/s5YimKdtCefDuEsc7
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,https://goo.gl/maps/W5tHVAVx9cwrC5Gs5
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,https://goo.gl/maps/BAHt5tgUCQYjXSKw9
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,https://goo.gl/maps/u57Cu5bZhpxhfJsS8
N/A,Ubicación
N/A,Ubicación
N/A,Ubicación
N/A,https://goo.gl/maps/DNqk7gggJK8Qmsvq9
N/A,https://goo.gl/maps/2oaWesYYpnTa1CJH8
N/A,https://goo.gl/maps/RJ35nJvjeZqSCnep9
N/A,https://goo.gl/maps/j6tNGN1N1nN5V4cN9
N/A,https://goo.gl/maps/SMrvYPwyFGsQcAE96
N/A,"https://www.google.com.py/maps/place/25%C2%B010'55.6%22S+57%C2%B032'10.5%22W/@-25.1821018,-57.5367992,19z/data=!3m1!4b1!4m13!1m6!3m5!1s0x945da3f04c8267ed:0x8867a47653d25b43!2sPescader%C3%ADa+Puente+Remanso!8m2!3d-25.1827333!4d-57.5392796!3m5!1s0x0:0x0!7e2!8m2!3d-25.1821034!4d-57.5362518?hl=es&authuser=0"
N/A,https://goo.gl/maps/AByTmHtyAyzzUBuv9
N/A,https://goo.gl/maps/fMfnPcNJDrxGotfe9
