ID COMERCIO,EMPRESA,DIRECCION,TELEFONOS,PROPIETARIO,ANTIGÜEDAD,MAYORISTA,MINORISTA,SERVICIOS,TIPO,FAMILIAR?,RUC,LATITUD,LONGITUD,RUBRO
816,CAR ACCESORIOS,AV. ELIGIO AYALA C/ BENIGNO VILLA,331240923,MUJER,96,NO,SÍ,NO,,SÍ,1542245-3,0,0,ACEITES LUBRICANTES
817,YEMAR,MEDICOS DEL CHACO,982988584,MUJER,84,NO,NO,SÍ,MICRO,SÍ,0,-23.397231,-57.434635,MALLAS PARA FRACCIONAMIENTOS DE FRUTASY VERDURAS
818,KINO,OBRERO Y ANDRES MIASNICOFF,975245485,HOMBRE,3,NO,SÍ,NO,MICRO,NO,0,-23.39593,-57.44428,PELUQUERIAS
819,GILDA,OBRERO CASI JUANA DE ALONZO,971283423,MUJER,60,NO,SÍ,NO,MICRO,SÍ,0,-23.39593,-57.44428,DESPENSAS
820,NERY AUTO MOTOR,AVDA. GUALBERTO CARDUZ,971802695,HOMBRE,72,SÍ,SÍ,NO,MICRO,NO,0,-23.396325,-57.436674,DESPENSAS
821,TALLER B NORTE,DR GUALBERTO CARDÚZ,0,HOMBRE,0,NO,NO,NO,,,,0,0,ESTACIONES DE SERVICIOS
822,BRAULIO ACOSTA,AVDA. GUALBERTO CARDUS HUERTA,971551846,HOMBRE,60,NO,SÍ,NO,MICRO,SÍ,0,-23.395675,-57.434893,DESPENSAS
823,COPETIN ELI,MANUEL IRALA ENTRE MIASNICOFF,0,MUJER,24,NO,SÍ,NO,MICRO,SÍ,0,-23.39665,-57.44443,DESPENSAS
824,A TU PERFIL,13 TUYUTI,971828272,MUJER,108,SÍ,NO,NO,MICRO,SÍ,3522991-8,-23.400284,-57.440965,DESPENSAS
825,METALURGICA DIAZ,JULIA MIRANDA CUETO,984402578,HOMBRE,11,NO,NO,SÍ,MICRO,SÍ,0,0,0,MINI-MERCADOS
826,COPETIN M8R,ENFERMERA DEL CHACO C/ GUALBERTI CARDUZ,986173108,HOMBRE,2,NO,NO,SÍ,MICRO,SÍ,,0,0,DESPENSAS
827,DESPENSA SAN RAMÓN,ENFERMERAS DEL CHACO - BARRIO VILLA OLIVA,971715137,HOMBRE,36,NO,SÍ,NO,MICRO,SÍ,,0,0,BARES Y COPETINES
828,ELECTROMECANICA ALCORTA,DETRAS DEL NEGOCIO DE COCA COLA,331241335,,0,NO,NO,NO,,,,0,0,DESPENSAS
829,SUPER SONIC,0,0331 242721,MUJER,420,NO,SÍ,NO,MICRO,SÍ,361833-1,-23.40498,-57.44505,DESPENSAS
830,ZONA DIGITAL,AVENIDA HERMINIO MENDOZA C/ CERRO CORA,0331 240 037,HOMBRE,60,NO,SÍ,SÍ,MICRO,NO,2049653-2,-23.402203,-57.445704,LAVADEROS DE AUTOVEHICULOS
831,A Y B NOVEDADES ,ASUNCIÓN C/ MIANICOFF,0331 240145,MUJER,4,NO,SÍ,NO,MICRO,SÍ,3653136-7,-23.39758,-57.44818,GOMERIAS
832,COPETIN JAVIERCITO,AVENIDA PINEDO C/ HERMINIO MENDOZA,981474015,MUJER,14,NO,SÍ,NO,MICRO,SÍ,0,-23.40183,-57.44156,AUTOSERVICES
833,PELUQUERIA MATISSE,AVENIDA HERMINIO MENDOZA C/ MIRANDA,986389332,MUJER,6,NO,NO,SÍ,MICRO,NO,0,-23.40117,-57.44654,ARTICULOS DE CAZA Y PESCA - Representantes
834,ALEXIS FOTOGRAFIA,JUANA DE ALONSO C/ HERMINIO,972627701,HOMBRE,0,NO,NO,NO,,,,-23.40559,-57.44449,FERRETERIAS
835,NOVEDADES VICTORIA,MONSEÑOR MARIAEVICH C/ 2 DE MAYO ,0331 241172,MUJER,168,NO,SÍ,NO,MICRO,SÍ,1037891-0,-23.40116,-57.44256,GOMERIAS
836,EL VAQUERO ,MONSEÑOR BOGARIN E/ 2 DE MAYO,0331 240041,MUJER,360,NO,SÍ,NO,MICRO,SÍ,3689833-3,-23.39551,-57.44065,DESPENSAS
837,POLLERIA TIA ROSI ,AVENIDA PINEDO E/ MONSEÑOR BOGARIN,973255375,MUJER,36,NO,SÍ,NO,MICRO,SÍ,0,-23.40024,-57.44141,ROPERIAS
838,FABI FER ,ASUNCIÓN C/ MIANICOFF,0331 243596,MUJER,0,NO,SÍ,NO,MICRO,NO,0,-23.40117,-57.44654,BARES Y COPETINES
839,DESPENSA DANIEL,BOGARIN C/ MIANICOFD,0331 240012,HOMBRE,108,NO,SÍ,NO,MICRO,SÍ,0,-23.40117,-57.44654,RAMOS GENERALES -Ver: Almacenes Ramos Generales
840,PELUQUERIA ZULLY,BOGARIN C/MIANICOFF,0331 240012,MUJER,276,NO,NO,SÍ,MICRO,SÍ,0,-23.40117,-57.44654,DESPENSAS
841,ALMACEN ODI ,ANIBAL MARICEBICH E/ MIANICOFF,972429417,MUJER,60,NO,SÍ,NO,MICRO,SÍ,0,-23.4033,-57.49639,DESPENSAS
842,HOSPEDAJE Y DESPENSA RIVAS ,ASUNCIÓN C/ MIANICOFF,0973108780 - 0331 242684,,0,NO,NO,NO,,,,-23.39758,-57.44818,BARES Y COPETINES
843,COPETIN ANSELMO,ASUNCIÓN C/ MIANICOFF,,,0,NO,NO,NO,,,,-23.39758,-57.44818,CARNICERIAS
844,BODEGA LA FUENTE ,AVENIDA PINEDO C/ HERMINIO MENDOZA,,,0,NO,NO,NO,,,,-23.402962,-57.442832,FERRETERIAS
845,DESPENSA M,ASUNCIÓN C/ JORGE S. MIRANDA,0,MUJER,24,NO,SÍ,NO,MICRO,NO,0,-23.39765,-57.44824,BOUTIQUES
846,TALLER SANTIAGO BENÍTEZ S.B.R,ASUNCIÓN / FRANCISCO BERNAL ,971807495,HOMBRE,480,NO,SÍ,NO,MICRO,SÍ,0,-23.40965,-57.43774,PRENDAS - Ver. Ropas
847,BODEGA SAN JOSE,BOGARIN C/ JUANA DE ALONSO,,,0,NO,NO,NO,,,,-23.40117,-57.44654,SEGUROS - Agentes de
848,HIELO DON RAMÓN ,JORGE SEBASTIÁN MIRANDA C/ AV. HERMINIO MENDEZA,331243031,HOMBRE,240,NO,SÍ,NO,MICRO,SÍ,1330227-2,0,0,PRENDAS - Ver. Ropas
849,TAPICERIA,2 DE MAYO C/ HERMINIO MENDOZA,976117662,HOMBRE,36,NO,SÍ,NO,MICRO,SÍ,0,-23.40198,-57.44269,INSTITUTOS DE ENSENANZA
850,BODEGA MARÍA PAZ,ASUNCIÓN C/ JORGE SEBASTIÁN MIRANDA,976102976,MUJER,48,NO,SÍ,NO,MICRO,SÍ,,0,0,RECEPCIONES - Servicios para
851,POLLERIA ÑA LINA,AVENIDA PINEDO C/ HERMINIO MENDOZA,,,0,NO,NO,NO,,,,-23.402883,-57.441716,PELUQUERIAS
852,DESPENSA EL BETO,JUANA MARÍA DE ORTELLADO,331240700,MUJER,516,NO,SÍ,NO,MICRO,SÍ,1275146-4,0,0,ELECTRODOMESTICOS
853,ALMACÉN LUISITO,JUANA MARÍA DE ORTELLADO C/ MONSEÑOR BOGARIN,331240918,MUJER,240,NO,SÍ,NO,MICRO,SÍ,0,0,0,DESPENSAS
854,COPETIN MAXI,MONSEÑOR ANIBAL MARISEVICH C/ AVENIDA PINEDO,983815635,MUJER,132,NO,SÍ,NO,MICRO,SÍ,0,-23.40113,-54.44213,RESTAURANTES
855,DESPENSA CASA LINA,MONSEÑOR BOGARIN C/ FRANCISCO BERNAL ,331242807,MUJER,225,NO,SÍ,NO,MICRO,SÍ,0,-23.408437,-57.439120,AUTOMOTORES - Talleres Mecanicos
856,PELUQUERIA FRS UNISEX,AVENIDA HERMINIO MENDOZA C/ 2 DE MAYO,0331 40547,,0,NO,NO,NO,,,,-23.40583,-57.44439,SERVICIOS DE COMIDA
857,HN TERMINAL ,ASUNCIÓN E/ JUANA DE ALONSO,0331 241908,ORGANIZACION,10,NO,NO,SÍ,MICRO,NO,0,-23.4033,-57.44639,COMIDAS - Servicios de - Ver: Servicios de Comida
858,AUTOSERVICE PATRI,MONSEÑOR MARICEVICH FLEITAS ,331241735,MUJER,8,NO,SÍ,NO,MICRO,SÍ,3959137-8,-23.408437,-57.439120,FARMACIAS
859,HOSPEDAJE ARTURO ,ASUNCIÓN C/ MIANICOFF,0331 240750,MUJER,72,NO,NO,SÍ,MICRO,SÍ,1894511-2,-23.40117,-57.44654,ELECTRONICA - Instalaciones
860,DESPENSA ADRI,1RO DE MARZO / ASUNCIÓN ,331243119,MUJER,300,NO,SÍ,NO,MICRO,SÍ,0,-23.408437,-57.439120,BARES Y COPETINES
861,TALLER DE MOTOS AVENIDA,AVENIDA PINEDO C/ MONSEÑOR MARISEVICH,0982 864706,HOMBRE,240,NO,NO,SÍ,MICRO,SÍ,765378,-23.40059,-57.4415,BODEGAS
862,DESPENSA GALEANO,ANDRES MIANICOFF C/ ASUNCIÓN ,975299405,MUJER,3,NO,SÍ,NO,MICRO,SÍ,4852922-2,-23.39978,-57.44388,AUTOMOTORES - Compra-Ventas
863,COPETIN AVENIDA ,AV. HERMINIO MENDEZO,975795889,HOMBRE,180,NO,NO,SÍ,MICRO,SÍ,0,-23.408437,-57.439120,CARNICERIAS
864,PELUQUERIA MODA Y BELLEZA,SEÑOR BOGARIN C/ PROF. MIANICOFF,,,0,NO,NO,NO,,,,-23.40017,-57.44319,BODEGAS
865,PELUQUERIA DARA ,BOGARIN C/ ANDRES MIANICOFF,971371925,MUJER,24,NO,NO,SÍ,MICRO,NO,0,-23.4033,-57.44639,MOTOCICLETAS
866,AUTOSERVICE GLORIA ,AVENIDA HERMINIO MENDOZA C/ JUANA DE ALONSO ,0331 242818,MUJER,60,NO,SÍ,NO,MICRO,SÍ,1274384-4,-23.40541,-57.44545,MOTOCICLETAS - Repuestos y Accesorios
867,DESPENSA FIDELINA YRIGOYEN ,ISMAEL GONZÁLEZ / MONSEÑOR BOGARIN ,0,MUJER,25,NO,SÍ,NO,MICRO,SÍ,0,-23.405364,-57.434721,AUTOSERVICES
868,TORNERIA SAN GERARDO ,GENERAL DÍAZ C/ HERMINIO MENDOZA ,971694358,HOMBRE,48,NO,NO,SÍ,MICRO,SÍ,0,-23.408594,-57.445793,AUTOMOTORES - Repuestos y Accesorios
869,JOELITO,AVDA. BOQUERÓN Y JOSÉ ROMAÑACH,971678375,MUJER,144,NO,SÍ,NO,MICRO,SÍ,0,-23.408437,-57.439120,DESPENSAS
870,COMERCIAL GÓMEZ ,AVDA. BOQUERÓN Y JOSÉ ROMAÑACH Y SASTRE,975247170,MUJER,48,NO,SÍ,NO,MICRO,SÍ,0,-23.40202,-57.4265,ARTICULOS ESCOLARES
871,PEKE SERIGRAFÍA ,JULIA MIRANDA CUETO Y TTE. ADOLFO,971844140,HOMBRE,96,NO,NO,SÍ,MICRO,NO,3561767-5,-23.39979,-57.42879,DESPENSAS
872,SOLE,SOLDADO DESCONOCIDO Y JULIA MIRANDA CUETO,986825526,HOMBRE,60,NO,SÍ,NO,MICRO,SÍ,0,-23.3991,-57.42652,TORNERIAS MECANICAS
873,CM LIBRERÍA ,JULIA MIRANDA Y MADRINA DE GUERRA,971834110,MUJER,48,NO,SÍ,NO,MICRO,NO,2889635-1,-23.39819,-57.42891,DESPENSAS
874,PASTELERÍA SAN MIGUEL ,JULIA MIRANDA Y AVDA.BOQUERÓN ,0,MUJER,1,NO,SÍ,NO,MICRO,NO,0,-23.4017,-57.42868,DESPENSAS
875,JDS,JULIA MIRANDA CUETO Y SOLDADO DESCONOCIDO,984284891,MUJER,12,NO,SÍ,NO,MICRO,SÍ,0,-23.40058,-57.42877,DESPENSAS
876,AUTOSERVICE EL TRIGAL,MARISEVICH C/ 1 DE MARZO ,0,MUJER,12,NO,SÍ,NO,MICRO,SÍ,0,0,0,BODEGAS
877,DESPENSA TOTAL,ISMAEL GONZÁLEZ J/ MONSEÑOR BOGARIN ,973346888,HOMBRE,42,NO,SÍ,NO,MICRO,SÍ,591241-5,-23.408594,-57.447767,MOTOCICLETAS - Taller
878,BODEGA HERMES,1/ DE MARZO C/ ASUNCIÓN ,0,HOMBRE,96,NO,SÍ,NO,MICRO,SÍ,0,0,0,DESPENSAS
879,FÁBRICA DE TEJIDOS CACHO,MONSEÑOR BOGARIN C/ 1 DE MARZO ,972446446,HOMBRE,55,SÍ,SÍ,NO,MICRO,SÍ,3561533-8,0,0,GASEOSAS - Distribuidoras
880,DESPENSA ORTIZ ,AV. HERMINIO MENDEZA,331242552,MUJER,480,NO,SÍ,NO,MICRO,SÍ,0,0,0,DESPENSAS
881,DESPENSA SANTA LUCIA ,JUANA MARÍA DE ORTELLADO C / ASUNCIÓN ,331240957,MUJER,120,NO,SÍ,NO,MICRO,SÍ,1274641-0,0,0,CARPINTERIAS RURALES
882,CARNICERÍA INMACULADA ,JUANA MARÍA DE ORTELLADO C/ MONSEÑOR BOGARIN ,971800264,HOMBRE,36,SÍ,NO,NO,MICRO,SÍ,4313933-7,0,0,PANADERIAS
883,DESPENSA CARDOZO ,ASUNCIÓN C / JUANA DE ORTELLADO ,331241008,HOMBRE,120,NO,NO,NO,,,,-23.408437,-57.439120,BODEGAS
884,DESPENSA Y CARNICERÍA TORYPAPE,MONSEÑOR BOGARIN ,982922565,MUJER,120,NO,SÍ,NO,MICRO,SÍ,0,0,0,CAMIONES - Taller Mecanico
885,KUREI,VILLARRICA/ OCTAVO PROYECTADA,971290713,HOMBRE,240,NO,SÍ,NO,MICRO,SÍ,0,-23.40419,-57.42864,LAVADEROS DE AUTOVEHICULOS
886,COMERCIAL ADONAI,ZONA TEMINAL,972460605,MUJER,96,NO,NO,SÍ,MICRO,SÍ,2387446-5,-23.408437,-57.439120,GIMNASIOS
887,ÑA GENARA,ZONA TERMINAL,973465620,MUJER,360,NO,NO,SÍ,MICRO,SÍ,0,-23.408437,-57.439120,MOTOCICLETAS - Taller
888,ÑA SELVA,ZONA TERMIAL,971612252,MUJER,228,NO,NO,SÍ,MICRO,SÍ,0,-23.408437,-57.439120,LAVADEROS DE AUTOVEHICULOS
889,ANIBAL CACERES,ZONA TEMINAL,971479104,HOMBRE,60,NO,NO,SÍ,MICRO,SÍ,1170033-5,-23.39861,-57.4445,AUDIO Y ACCESORIOS PARA VEHICULOS
890,MECERIA ROCIO,ZONA TERMINAL,871821542,MUJER,192,SÍ,NO,NO,MICRO,SÍ,2119947-7,-23.408437,-57.439120,DESPENSAS
891,RIVA,TENIENTE CABRERA ENTRE MARCELINO MEDINA Y DOCTOR FRANCIA ,982930674,HOMBRE,300,NO,SÍ,NO,MICRO,SÍ,0,-23.40173,-57.43806,RECEPCIONES - Servicios para
892,VIDRIERIA MALVI,,(0331) 243584,HOMBRE,96,NO,NO,SÍ,MICRO,NO,3561762-4,0,0,HELADERIAS
893,RINCON NORTEÑO,DR. FRANCIA Y SANTOS CANILLAS,243627,HOMBRE,30,SÍ,SÍ,NO,PEQUEÑA,NO,1811837-9,-23.4052,-57.43775,BARES Y COPETINES
894,"COMERCIAL ""JB""",ZONA TERMINAL,982433393,ORGANIZACION,96,NO,NO,SÍ,MICRO,SÍ,4236221-0,-23.39861,-57.4445,HERRERIAS ARTISTICAS
895,ERE ERA LA BOMBA ,YTORORO Y SARGENTO PIRELLI,0,HOMBRE,24,NO,SÍ,NO,MICRO,SÍ,0,-23.40539,-57.43645,DESPENSAS
896,COPETIN EMI,ZONA TERMINAL,0,MUJER,192,NO,NO,SÍ,MICRO,SÍ,0,-23.408437,-57.439120,AUTOMOTORES - Repuestos Usados
897,ÑA OTILIA,ZONA TERMINAL,0,MUJER,360,NO,NO,SÍ,MICRO,SÍ,0,-23.408437,-57.439120,MOTOCICLETAS - Taller
898,LAS MELLIZAS,ZONA TERMINAL,984921011,MUJER,144,NO,NO,SÍ,MICRO,NO,1810858-0,-23.401209,-57.445117,CARBON VEGETAL - Distribuidores
899,HOTEL C.C.,CNEL. PANCHITO LOPEZ ESQ/PROF. GUILLERMO CABRAL,(0331) 243253,HOMBRE,0,NO,NO,SÍ,MICRO,SÍ,2266610-9,-23.413202,-57.438991,DESPENSAS
900,ELECTRONICA ELOY,,(0982)348478,HOMBRE,12,NO,NO,SÍ,MICRO,NO,0,-23.410051,-57.440085,GOMERIAS
901,COMERCIAL LA CHAQUEÑA ,YTORORO Y SANTOS CANILLAS ,240330,HOMBRE,400,SÍ,SÍ,NO,MEDIANA,SÍ,954534-4,-23.406839,-57.439613,METALURGICAS
902,SANTA ISABEL ,PROFESOR CABRAL CASI YTORORO,242195,HOMBRE,300,NO,SÍ,NO,MICRO,SÍ,938354-3,-23.405519,-57.43883,DESPENSAS DE BEBIDAS
903,EL EMPRENDEDOR,PROFESOR CABRAL CASI YTORORO,981495297,HOMBRE,24,NO,SÍ,NO,MICRO,SÍ,3592297-4,-23.40521,-57.43888,LIBRERIAS
904,CANTERO,YTORO CASI PADRE MARCELINO MEDINA,983544954,HOMBRE,480,NO,SÍ,NO,MICRO,SÍ,0,-23.40559,-57.43821,CELULAR - Aparatos
905,RAMÓN ,MADRE C ONCEPCIONERA ,0,HOMBRE,4,NO,SÍ,NO,MICRO,SÍ,0,-23.42068,-57.44207,ELECTROMECANICA
906,EL PROGRESO,GENERAL FRANCO C/ AV. AUGUSTIN FERNANDO DE PINEDO,(0331) 242272,MUJER,696,SÍ,SÍ,NO,MICRO,SÍ,774491-9,-23.407610,-57.441577,"ARTICULOS PARA FERRETERIA - Ver: Ferreteria, Art. para"
907,V Y M ,ROMUALDO IRIGOYEN ,972691015,HOMBRE,6,NO,SÍ,NO,MICRO,SÍ,0,-23.42335,-57.44413,COMPUTADORAS - Ver: Informatica
908,FRANEL,AVENIDA BOQUERON,240113,HOMBRE,10,NO,SÍ,NO,MICRO,SÍ,0,-23.40341,-57.4379,AGENDAS ELECTRONICAS
909,ARTE COLOR,AVDA. PINEDO ESQ. PTE FRANCO,(0982) 270138,HOMBRE,156,NO,SÍ,NO,MICRO,SÍ,2945476-0,-23.407551,-57.441448,PRENDAS - Ver. Ropas
910,KATY COPETIN,EUGENIO AGUERO C/ ITURBE,982741568,MUJER,4,NO,SÍ,NO,MICRO,1,0,-23.404635,-57.447003,BARES Y COPETINES
911,CAAGUAZU,SCREIBERT Y DOCTOR FRANCIA ,981779123,HOMBRE,120,NO,SÍ,NO,MICRO,SÍ,4853022-0,-23.404849,-57.439909,PELUQUERIAS
912,SAN ANDANIO ,BASILIO QUEVEDO SÉPTIMA PROYECTADA ,0,MUJER,280,NO,SÍ,NO,MICRO,SÍ,0,-23.42174,-57.44231,MERCERIAS
913,PIOLIN ,DOCTOR FRANCIA ,982902614,HOMBRE,150,NO,SÍ,NO,MICRO,SÍ,0,-23.40429,-57.4389,CARNICERIAS
914,DR BURGER PIZZA,MARISCAL LOPEZ CASI AVENIDA PINEDO,983894503,HOMBRE,24,NO,NO,SÍ,MICRO,SÍ,4626087-0,-23.409608,-57.441705,CIENCIAS CONTABLES Y ADMINISTRATIVAS - Ensenanza Superior
915,ANA COLLECTION,MARISCAL LOPEZ CASI AVENIDA PINEDO ,983345835,MUJER,108,NO,SÍ,NO,MICRO,NO,3678734-5,-23.409529,-57.441861,AGENCIAS DE VIAJES Y TURISMO
916,SIBARITA MODAS ,AVENIDA BOQUERON Y TENIENTE CABRERA,240193,MUJER,120,NO,SÍ,NO,MICRO,SÍ,2063461-7,-23.4024,-57.4359,PASTELERIAS
917,BODEGA MORAL,MAYOR LORENZO MEDINA Y PADRE QUEIROZ CANDIA,973104286,HOMBRE,24,NO,SÍ,NO,MICRO,NO,0,-23.408574,-57.428863,BARES Y COPETINES
918,DESPENSA REBECA ,AVENIDA PINEDO,240283,HOMBRE,350,SÍ,SÍ,NO,MICRO,SÍ,0,-23.42345,-57.44425,PELUQUERIAS
919,ACTUAL MODAS ,SCREIBERT ENTRE DOCTOR FRANCIA Y PADRE MARCELINO MEDINA ,971837850,MUJER,24,SÍ,SÍ,NO,MICRO,SÍ,3717801-6,-23.405357,-57.440068,DESPENSAS
920,BODEGA MONTANIA,RESIDENTA E/ QUEIROZ CANDIA,0,MUJER,12,NO,SÍ,NO,MICRO,SÍ,0,-23.409283,-57.429099,HOSPEDAJES
921,AGRINCO,MCAL. ESTIGARRIBIA C/ AVDA. PINEDO,331243177,HOMBRE,360,SÍ,SÍ,NO,MICRO,SÍ,526796-0,-23.408476,-57.442296,DESPENSAS
922,COPETIN LA VICTORIA,BERNARDINO CABALLERO Y DIAGONAL IBAÑEZ ROJAS,0,MUJER,60,NO,SÍ,NO,MICRO,NO,0,-23.409972,-57.430515,BODEGAS
923,FREESIA PERFUMERIA,PTE FRANCO C/ YEGROS,240996,MUJER,24,NO,SÍ,NO,MICRO,SÍ,4323655-3,-23.407610,-57.442918,DESPENSAS
924,ACUARIO,PTE FRANCO C/ 14 DE MAYO,242796,HOMBRE,408,SÍ,SÍ,NO,MICRO,SÍ,89945573-8,-23.407856,-57.443143,MOTORES MARINOS - Reparaciones
925,CURSILLO CEPIM - PARODI,CERRO CORA C/ TTE FLORENCIO GOMEZ,986844844,HOMBRE,84,NO,NO,SÍ,PEQUEÑA,0,3185240-8,-23.403786,-57.446208,BODEGAS
926,DESPENSA SANTA ROSA,BERNARDINO CABALLERO C/ SOSA GAONA,976395940,HOMBRE,0,NO,SÍ,NO,MICRO,SÍ,5924539-5,-23.410218,-57.429893,AUTOSERVICES
927,DESPENSA LA GALLINITA,PTE. FRANCO C/ 14 DE MAYO,242431,MUJER,216,NO,SÍ,NO,MICRO,SÍ,113113-6,-23.407885,-57.443358,CLINICA MEDICA - Medicos
928,DESPENSA LOS ENANOS,PADRE QUEIROZ CANDIA ,982102919,MUJER,24,NO,SÍ,NO,MICRO,SÍ,0,-23.409775,-57.428863,TAPICERIAS - Muebles
929,DESPENSA COLMAN,AV. CAYO  SOLTERO MILTOS ,242021,MUJER,840,NO,SÍ,NO,MICRO,SÍ,0,-23.409913,-57.431138,BEBIDAS - Distribuidores
930,ETOCELL,PTE. FRANCO C/ 14 DE MAYO,241446,HOMBRE,96,NO,SÍ,NO,MICRO,SÍ,5608353-0,-23.407886,-57.443454,ALMACENES RAMOS GENERALES
931,EL CAMPEÓN ,,976522948,MUJER,240,SÍ,NO,NO,MICRO,NO,1278479-6,-23.4117,-57.43397,ALMACENES RAMOS GENERALES
932,DESPENSA CAACUPR,0,984789502,MUJER,24,NO,SÍ,NO,MICRO,NO,0,-23.4117,-57.43397,CLINICAS MEDICAS
933,FOTO SOL,AVDA. HERMINIO MENDOZA C/ GRAL GARAY,331241797,HOMBRE,720,NO,NO,SÍ,MICRO,1,2015625-1,-23.402568,-57.445338,FERRETERIAS
934,COMERCIAL ÑA ESTELA ,,0,MUJER,240,SÍ,NO,NO,MICRO,SÍ,1503092-0,-23.4117,-57.43397,CAMIONES - Taller Mecanico
935,DESPENSA NEBLINA,,975863409,MUJER,240,NO,SÍ,NO,MICRO,SÍ,0,-23.41405,-57.43257,AUTOGAS - Surtidores
936,DESPENSA LUCY,0,0,MUJER,96,NO,SÍ,NO,MICRO,NO,0,-23.41294,-57.42768,HOSPEDAJES
937,R Y J MODAS,PTE. FRANCO C/ 14 DE MAYO,984266161,HOMBRE,120,NO,SÍ,NO,MICRO,SÍ,3391127-4,-23.407845,-57.444463,ALMACENES RAMOS GENERALES
938,COMEDOR NILSA,BERNARDINO CABALLERO,971838880,MUJER,36,NO,SÍ,NO,MICRO,NO,2168307,-23.409066,-57.431824,MOTOCICLETAS - Taller
939,DESPENSA JP,FRAY MIGUEL MARTINEZ,971814955,HOMBRE,120,NO,SÍ,NO,MICRO,SÍ,0,-23.420497,-57.436234,FARMACIAS
940,MECANICA AUTOMOTRIZ E INDUSTRIAL DIESEL,GRAL GARAY 366 C/ OTAÑO,331242496,HOMBRE,480,NO,NO,SÍ,MICRO,1,360300-8,-23.40543,-57.44385,DESPENSAS
941,CHE KAPE,FRAY MIGUEL MENDEZ,975249570,HOMBRE,12,NO,NO,SÍ,MICRO,NO,0,-23.41137,-57.43166,COMEDORES
942,ÑA KIKA,PEDRO JUAN CABALLERO C/ FLORENCIO GOMEZ,973505120,MUJER,336,NO,SÍ,NO,MICRO,1,0,-23.40332,-57.44572,PELUQUERIAS
943,BANQUITA,CLAUDIO ACOSTA ,973803889,HOMBRE,132,NO,SÍ,NO,MICRO,NO,0,-23.41457,-57.43688,DESPENSAS
944,SANTA CECILIA ,CLAUDIO ACOSTA Y ANTONIO CABALLERO ,972733642,MUJER,36,NO,SÍ,NO,MICRO,SÍ,0,-23.41777,-57.44211,TORNERIAS MECANICAS
945,COMEDOR HETEREI,BERNARDINO CABALLERO ,0,HOMBRE,12,NO,SÍ,NO,,NO,5231632-7,-23.409027,-57.432125,ALMACENES RAMOS GENERALES
946,DESPENSA DAVID ,,,,0,NO,NO,NO,,,,-23.41777,-57.442211,ALMACENES RAMOS GENERALES
947, DESPENSA UNIÓN ,,971135161,HOMBRE,96,NO,SÍ,NO,,NO,,-23.41291,-57.44117,CONFECCIONES
948,MINIMERCADO DEL ABASTO,,,HOMBRE,18,NO,SÍ,NO,,SÍ,,-23.41137,-57.43166,ALMACENES RAMOS GENERALES
949,DESPENSA DIANA,ANTONIO CABALLERO DE AÑANZCO,331243521,MUJER,240,NO,SÍ,NO,,SÍ,0,-23.41291,-57.44117,LIBRERIAS
950,LAVADERO,TTE FLORENCIO GOMEZ,971348343,HOMBRE,1,NO,NO,SÍ,MICRO,SÍ,0,-23.40498,-57.44505,COMEDORES
951,TALLER DE MOTOS PEDRITO,SCREIBERT Y DOCTOR FRANCIA ,976902967,HOMBRE,6,NO,SÍ,NO,MICRO,NO,0,-23.40425,-57.43987,ABOGADOS
952,LA BODEGUITA,TTE FLORENCIO GOMEZ ESQ. ITURBE,975292039,MUJER,2,NO,SÍ,NO,MICRO,SÍ,0,-23.40333,-57.44573,ARTICULOS PROMOCIONALES
953,DON WALTER ,GENERAL EUGENIO A GARAY ESQUINA BRASIL,,HOMBRE,0,NO,NO,NO,,,,-23.40714,-57.44457,ALMACENES RAMOS GENERALES
954,LAS PULPAS ,,,MUJER,0,NO,NO,NO,,,,-23.40776,-57.4438,BODEGAS
955,TALLER ALFA,CERRO CORÁ C/ AVDA HERMINIO MENDOZA,972401453,HOMBRE,60,NO,NO,SÍ,MICRO,NO,0,-23.40117,-57.44654,TEJIDOS DE ALAMBRE - Venta y Colocacion
956,PEPES LOMITOS,GASPAR RODRIGUEZ DE FRANCIA Y REPUBLICA DE COLOMBIA,241690,MUJER,24,SÍ,NO,NO,PEQUEÑA,SÍ,3981001-1,-23.404577,-57.438648,ALMACENES RAMOS GENERALES
957,FOTO SUSY,AVDA HERMINIO MENDOZA C/ CERRO CORA,,MUJER,0,NO,NO,SÍ,MICRO,SÍ,,-23.402588,-57.446673,ALMACENES RAMOS GENERALES
958,15 AÑOS. NOVIAS ,PRESIDENTE FRANCO,,MUJER,0,NO,NO,SÍ,,NO,,-23.40769,-57.44283,CARNE VACUNA - Distribuidores
959,EMPANADAS MILE ,0,984612384,MUJER,1,NO,SÍ,NO,MICRO,SÍ,0,-23.403543,-57.441196,ALMACENES RAMOS GENERALES
960,M Y A ,0,985697428,MUJER,1,NO,SÍ,NO,MICRO,NO,0,-23.408437,-57.439120,ALMACENES RAMOS GENERALES
961,MAC STORE,PRESIDENTE FRANCO ,975605760,HOMBRE,2,NO,SÍ,NO,,SÍ,5454926-4,-23.40759,-57.4421,ACEITES COMESTIBLES - Representantes
962,NEW LOOK COIFFURE,AVDA HERMINIO MENDOZA C/ CERRO CORÁ,,,0,NO,NO,SÍ,MICRO,NO,,-23.402332,-57.445933,CELULAR - Repuestos
