id,channel,name,authorized,description,department,city,source,link,lat,lon,agreement,category
ZPC654,210,"RADIO COMUNITARIA NUEVA GENERACIÓN FM - ZPC654 - 89,9MHz",ASOCIACIÓN RADIO COMUNITARIA KARAPÁ,"Departamento: Canindeyu<br>Localidad: Katueté<br>Frecuencia: 89,9MHz<br>P.E.R.: 50W",Canindeyu,Katueté,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.25/-54.758333,-24.25,-54.758333,"SI, Acepto",Radios Comunitarias
ZPD896,296,"RADIO COMUNITARIA PRIMAVERAL - ZPD896 - 107,1MHz",COMISIÓN PRO DESARROLLO RAUL ARSENIO OVEDO,"Departamento: Caaguazú<br>Localidad: Raul Arsenio Oviedo<br>Frecuencia: 107,1MHz<br>P.E.R.: 50W",Caaguazú,Raul Arsenio Oviedo,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.199722/-55.607778,-25.199722,-55.607778,"SI, Acepto",Radios Comunitarias
ZPD877,209,"RADIO COMUNITARIA RED GLOBAL COMUNICACIONES FM - ZPD877 - 89,7MHz",ASOCIACIÓN RED GLOBAL COMUNICACIONES,"Departamento: Paraguarí<br>Localidad: Paraguarí<br>Frecuencia: 89,7MHz<br>P.E.R.: 40W",Paraguarí,Paraguarí,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.6175/-57.159444,-25.6175,-57.159444,"SI, Acepto",Radios Comunitarias
ZPC347,200,"RADIO COMUNITARIA TACUARE´E - ZPC347 - 87,9MHz",ASOCIACIÓN DE FOMENTO Y AYUDA SOCIAL DE GUARAMBARÉ,"Departamento: Central<br>Localidad: Guarambaré<br>Frecuencia: 87,9MHz<br>P.E.R.: 25W",Central,Guarambaré,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.4875/-57.453333,-25.4875,-57.453333,"SI, Acepto",Radios Comunitarias
ZPD811,209,"RADIO COMUNITARIA TEBICUARY FM - ZPD811 - 89,7MHz",RADIO COMUNITARIA TEBICUARY FM,"Departamento: Guairá<br>Localidad: Tebicuary<br>Frecuencia: 89,7MHz<br>P.E.R.: 50W",Guairá,Tebicuary,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.778056/-56.649444,-25.778056,-56.649444,"SI, Acepto",Radios Comunitarias
ZPD853,213,"RADIO COMUNITARIA YVYTY PYTU - ZPD853 - 90,5MHz",COMISIÓN DE APOYO A LA RADIO COMUNITARIA YVYTY PYTU - MELGAREJO,"Departamento: Guairá<br>Localidad: Independencia<br>Frecuencia: 90,5MHz<br>P.E.R.: 50W",Guairá,Independencia,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.716111/-56.233333,-25.716111,-56.233333,"SI, Acepto",Radios Comunitarias
ZPC643,241,"RADIO CRITIANA ATALAYA FM - ZPC643 - 96,1MHz",ASOCIACIÓN RADIO COMUNITARIA CRISTIANA ATALAYA,"Departamento: Canindeyu<br>Localidad: Salto del Guairá<br>Frecuencia: 96,1MHz<br>P.E.R.: 50W",Canindeyu,Salto del Guairá,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.052222/-54.305,-24.052222,-54.305,"SI, Acepto",Radios Comunitarias
ZPC836,243,"RADIO ECA - ZPC836 - 96,5MHz",ESCUELA CRISTIANA DEL AIRE,"Departamento: Alto Parana<br>Localidad: Ciudad del Este<br>Frecuencia: 96,5MHz<br>P.E.R.: 50W",Alto Parana,Ciudad del Este,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.506111/-54.628889,-25.506111,-54.628889,"SI, Acepto",Radios Comunitarias
ZPD899,241,"RADIO ESTRELLA DEL ORIENTE - ZPD899 - 96,1MHz",COMISIÓN PRO RADIO CRISTIANA ESTRELLA DEL ORIENTE,"Departamento: Canindeyu<br>Localidad: Villa Ygatimi<br>Frecuencia: 96,1MHz<br>P.E.R.: 50W",Canindeyu,Villa Ygatimi,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.142222/-55.644167,-24.142222,-55.644167,"SI, Acepto",Radios Comunitarias
ZPD883,200,"RADIO FISTA FM - ZPD883 - 87,9MHz",ASOCIACIÓN RADIO COMUNITARIA FIESTA FM,"Departamento: Itapúa<br>Localidad: General Delgado<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",Itapúa,General Delgado,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.089444/-56.524167,-27.089444,-56.524167,"SI, Acepto",Radios Comunitarias
ZPC307,281,"RADIO FROSEP - ZPC307 - 104,1MHz",FUNDACIÓN REDENTORISTA DE OBRAS SOCIALES Y EDUCACIONALES DE PILAR - FROSEP,"Departamento: Ñeembucú<br>Localidad: Pilar<br>Frecuencia: 104,1MHz<br>P.E.R.: 50W",Ñeembucú,Pilar,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.861389/-58.283889,-26.861389,-58.283889,"SI, Acepto",Radios Comunitarias
ZPC849,269,"RADIO HOLIDAY - ZPC849 - 101,7MHz",ASOCIACIÓN HOLIDAY,"Departamento: Central<br>Localidad: Ypané<br>Frecuencia: 101,7MHz<br>P.E.R.: 50W",Central,Ypané,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.462222/-57.51,-25.462222,-57.51,"SI, Acepto",Radios Comunitarias
ZPC806,202,"RADIO JESÚS ES EL SALVADOR - ZPC806 - 88,3MHz",MINISTERIO CRISTIANO JESÚS ES EL SALVADOR,"Departamento: Amambay<br>Localidad: Pedro Juan Caballero<br>Frecuencia: 88,3MHz<br>P.E.R.: 50W",Amambay,Pedro Juan Caballero,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.55/-55.733333,-22.55,-55.733333,"SI, Acepto",Radios Comunitarias
ZPD754,200,"RADIO JUAN DE MENA - ZPD754 - 87,9MHz",CENTRO SOCIAL JUAN DEMENINO,"Departamento: Cordillera<br>Localidad: Juan de Mena<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",Cordillera,Juan de Mena,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.954444/-56.764167,-24.954444,-56.764167,"SI, Acepto",Radios Comunitarias
ZPD756,208,"RADIO KA'AGUY TEKOHA KATU - ZPD756 - 89,5MHz",COMUNIDAD INDÍGENA ARROYO MOKÔI,"Departamento: Canindeyu<br>Localidad: Yvyrarovana- Arroyo Mokôi<br>Frecuencia: 89,5MHz<br>P.E.R.: 50W",Canindeyu,Yvyrarovana- Arroyo Mokôi,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.237222/-55.110833,-24.237222,-55.110833,"SI, Acepto",Radios Comunitarias
ZPD800,210,"RADIO KUETUVY - ZPD800 - 89,9MHz",COMUNIDAD INDIGENA KUETUVY-KO'ETI,"Departamento: Canindeyu<br>Localidad: Comunidad Indigena Kuetyvy - Ko'eti-Karuperá<br>Frecuencia: 89,9MHz<br>P.E.R.: 100W",Canindeyu,Comunidad Indigena Kuetyvy - Ko'eti-Karuperá,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.286667/-55.415556,-24.286667,-55.415556,"SI, Acepto",Radios Comunitarias
ZPD855,200,"RADIO LIBRE FM - ZPD855 - 87,9MHz",COMISIÓN VECINAL PROGRESO,"Departamento: Presidente Hayes<br>Localidad: Benjamín Aceval<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",Presidente Hayes,Benjamín Aceval,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.997778/-57.557778,-24.997778,-57.557778,"SI, Acepto",Radios Comunitarias
ZPD875,298,"RADIO MARÍA AUXILIADORA - ZPD875 - 107,5MHz",ASOCIACIÓN RADIO COMUNITARIA MARIA AUXILIADORA,"Departamento: Alto Paraguay<br>Localidad: Fuerte Olimpo<br>Frecuencia: 107,5MHz<br>P.E.R.: 300W",Alto Paraguay,Fuerte Olimpo,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-21.04/-57.872222,-21.04,-57.872222,"SI, Acepto",Radios Comunitarias
ZPD851,269,"RADIO METRO FM - ZPD851 - 101,7MHz",ASOCIACIÓN PARA LA ASISTENCIA INTEGRAL. JURÍDICA Y DEPORTIVA SAN FRANCISCO,"Departamento: Capital<br>Localidad: Asunción<br>Frecuencia: 101,7MHz<br>P.E.R.: 50W",Capital,Asunción,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.305556/-57.619167,-25.305556,-57.619167,"SI, Acepto",Radios Comunitarias
ZPD632,201,"RADIO RIVERA FM - ZPD632 - 88,1MHz",ASOCIACIÓN SAN ANTONIO COMUNICACIONES,"Departamento: Concepción<br>Localidad: Concepción<br>Frecuencia: 88,1MHz<br>P.E.R.: 50W",Concepción,Concepción,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.422222/-57.445,-23.422222,-57.445,"SI, Acepto",Radios Comunitarias
ZPC315,241,"RADIO SAN ANTONIO - ZPC315 - 96,1MHz",ASOCIACIÓN RADIO COMUNITARIA SAN ANTONIO,"Departamento: San Pedro<br>Localidad: San Pedro<br>Frecuencia: 96,1MHz<br>P.E.R.: 50W",San Pedro,San Pedro,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.086389/-57.070833,-24.086389,-57.070833,"SI, Acepto",Radios Comunitarias
ZPC805,269,"RADIO SUR - ZPC805 - 101,7MHz",FUNDACIÓN SAN MARTÍN,"Departamento: Central<br>Localidad: Guarambaré<br>Frecuencia: 101,7MHz<br>P.E.R.: 50W",Central,Guarambaré,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.491944/-57.458611,-25.491944,-57.458611,"SI, Acepto",Radios Comunitarias
ZPD897,200,"RADIO TAPE PYAHU - ZPD897 - 87,9MHz",CENTRO DE AYUDA MUTUA SALUD PARA TODOS,"Departamento: Capital<br>Localidad: Asunción<br>Frecuencia: 87,9MHz<br>P.E.R.: 25W",Capital,Asunción,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.312222/-57.667778,-25.312222,-57.667778,"SI, Acepto",Radios Comunitarias
ZPD744,200,"RADIO TAPÚA - ZPD744 - 87,9MHz",UNIÓN DE COMUNICADORES DEL ACCESO NORTE METROPOLITANO,"Departamento: Central<br>Localidad: Mariano Roque Alonso<br>Frecuencia: 87,9MHz<br>P.E.R.: 10W",Central,Mariano Roque Alonso,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.196944/-57.503611,-25.196944,-57.503611,"SI, Acepto",Radios Comunitarias
ZPC859,244,"RADIO TRICOLOR - ZPC859 - 96,7MHz",RADIO TRICOLOR FM 103.9 DE SALTO DEL GUAIRÁ,"Departamento: Canindeyu<br>Localidad: Salto del Guairá<br>Frecuencia: 96,7MHz<br>P.E.R.: 50W",Canindeyu,Salto del Guairá,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.033333/-54.3,-24.033333,-54.3,"SI, Acepto",Radios Comunitarias
ZPD827,200,"RADIO UNEPA - ZPD827 - 87,9MHz",UNIÓN EVENGÉLICA DEL PARAGUAY,"Departamento: Caaguazú<br>Localidad: Casilla Dos - Raul Arsenio Oviedo<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",Caaguazú,Casilla Dos - Raul Arsenio Oviedo,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.155278/-55.504444,-25.155278,-55.504444,"SI, Acepto",Radios Comunitarias
ZPC309,214,"RADIO UNIVERSAL FM - ZPC309 - 90,7MHz",RADIO EMISORA COMUNITARIA UNIVERSAL FM 92.5,"Departamento: Canindeyu<br>Localidad: Colonia Jepopyhy<br>Frecuencia: 90,7MHz<br>P.E.R.: 50W",Canindeyu,Colonia Jepopyhy,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.480556/-55.627778,-24.480556,-55.627778,"SI, Acepto",Radios Comunitarias
ZPD868,300,"RADIO UNIVERSIDAD MARANDU FM - ZPD868 - 107,9MHz",UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO - UNIVES,"Departamento: Guairá<br>Localidad: Villarrica<br>Frecuencia: 107,9MHz<br>P.E.R.: 50W",Guairá,Villarrica,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.768611/-56.451944,-25.768611,-56.451944,"SI, Acepto",Radios Comunitarias
ZPC332,228,"RADIO VIDA FM - ZPC332 - 93,5MHz",IGLESIA ASAMBLEA DE DIOS FUENTE DE VIDA,"Departamento: Central<br>Localidad: San Lorenzo<br>Frecuencia: 93,5MHz<br>P.E.R.: 50W",Central,San Lorenzo,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.334444/-57.484167,-25.334444,-57.484167,"SI, Acepto",Radios Comunitarias
ZPC340,204,"RENACER FM - ZPC340 - 88,7MHz",ASOCIACIÓN DE MORADORES RENACER DE MINGA GUAZÚ,"Departamento: Alto Parana<br>Localidad: Minga Guazú<br>Frecuencia: 88,7MHz<br>P.E.R.: 50W",Alto Parana,Minga Guazú,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.488056/-54.841389,-25.488056,-54.841389,"SI, Acepto",Radios Comunitarias
ZPD801,200,"REVELACIÓN FM - ZPD801 - 87,9MHz",ORGANIZACIÓN SAGRADO CORAZÓN DE JESÚS,"Departamento: Guairá<br>Localidad: Mauricio J. Troche<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",Guairá,Mauricio J. Troche,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.617222/-56.278056,-25.617222,-56.278056,"SI, Acepto",Radios Comunitarias
ZPC498,200,"RINCÓN FM - ZPC498 - 87,9MHz",ASOCIACIÓN RINCÓN,"Departamento: Central<br>Localidad: Ñemby<br>Frecuencia: 87,9MHz<br>P.E.R.: 25W",Central,Ñemby,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.386111/-57.529167,-25.386111,-57.529167,"SI, Acepto",Radios Comunitarias
ZPD840,234,"RIO APA FM - ZPD840 - 94,7MHz",RADIO COMUNITARIA RIO APA FM,"Departamento: Amambay<br>Localidad: Bella Vista Norte<br>Frecuencia: 94,7MHz<br>P.E.R.: 50W",Amambay,Bella Vista Norte,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.122222/-56.520278,-22.122222,-56.520278,"SI, Acepto",Radios Comunitarias
ZPC462,200,"RIO VERDE FM - ZPC462 - 87,9MHz",ASOCIACIÓN CIVIL FAROL MISIONERA,"Departamento: San Pedro<br>Localidad: Rio Verde Nueva Germania<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",San Pedro,Rio Verde Nueva Germania,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.65/-56.474167,-23.65,-56.474167,"SI, Acepto",Radios Comunitarias
ZPD867,269,"ROSA MISTICA FM - ZPD867 - 101,7MHz",ASOCIACIÓN ROSA MISTICA POTY COMUNICACIÓN ALTERNATIVA,"Departamento: Central<br>Localidad: Capiata<br>Frecuencia: 101,7MHz<br>P.E.R.: 25W",Central,Capiata,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.401389/-57.465278,-25.401389,-57.465278,"SI, Acepto",Radios Comunitarias
ZPD848,224,"SAN COSME Y DAMIAN FM - ZPD848 - 92,7MHz",ASOCIACIÓN RADIO COMUNITARIA SAN COSME Y DAMIAN,"Departamento: Itapúa<br>Localidad: San cosme y Damian<br>Frecuencia: 92,7MHz<br>P.E.R.: 50W",Itapúa,San cosme y Damian,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.314722/-56.342222,-27.314722,-56.342222,"SI, Acepto",Radios Comunitarias
ZPD863,201,"SAN FRANCISCO DE ASIS FM - ZPD863 - 88,1MHz",ASOCIACIÓN RADIO COMUNITARIA SAN FRANCISCO DE ASIS,"Departamento: Alto Parana<br>Localidad: Hernandarias<br>Frecuencia: 88,1MHz<br>P.E.R.: 50W",Alto Parana,Hernandarias,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.399722/-54.641111,-25.399722,-54.641111,"SI, Acepto",Radios Comunitarias
ZPD813,205,"SAN ISIDRO LADO ESTE - ZPD813 - 88,9MHz",ASOCIACIÓN RADIO COMUNITARIA DE LA COLONIA SAN ISIDRO LADO ESTE DEL DISTRITO DE CURUGUATY,"Departamento: Canindeyu<br>Localidad: Curuguaty<br>Frecuencia: 88,9MHz<br>P.E.R.: 50W",Canindeyu,Curuguaty,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.480833/-55.674444,-24.480833,-55.674444,"SI, Acepto",Radios Comunitarias
ZPD784,241,"SAN JORGE FM - ZPD784 - 96,1MHz",ASOCIACIÓN DE MÚSICOS SANTA CECILIA,"Departamento: Caaguazú<br>Localidad: J. Eulogio Estigarribia<br>Frecuencia: 96,1MHz<br>P.E.R.: 50W",Caaguazú,J. Eulogio Estigarribia,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.369722/-55.696944,-25.369722,-55.696944,"SI, Acepto",Radios Comunitarias
ZPD844,200,"SAN JOSÉ OLERO FM - ZPD844 - 87,9MHz",ASOCIACIÓN DE OLEROS DE CONCEPCIÓN,"Departamento: Concepción<br>Localidad: Colonia Candido Silva - Concepcion<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",Concepción,Colonia Candido Silva - Concepcion,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.439167/-57.356389,-23.439167,-57.356389,"SI, Acepto",Radios Comunitarias
ZPD809,221,"SAN LUÍS FM - ZPD809 - 92,1MHz",RADIO COMUNITARIA F.M. SAN LUÍS,"Departamento: Caaguazú<br>Localidad: Dr. Juan Manuel Frutos<br>Frecuencia: 92,1MHz<br>P.E.R.: 50W",Caaguazú,Dr. Juan Manuel Frutos,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.387778/-55.835556,-25.387778,-55.835556,"SI, Acepto",Radios Comunitarias
ZPD803,200,"SAN NICOLAS FM - ZPD803 - 87,9MHz",COOPERADORA RADIO COMUNITARIA SAN NICOLÁS FM,"Departamento: San Pedro<br>Localidad: Yrybú Cuá<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",San Pedro,Yrybú Cuá,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.480556/-56.079722,-24.480556,-56.079722,"SI, Acepto",Radios Comunitarias
ZPC343,200,"SAN PEDRO FM - ZPC343 - 87,9MHz",ASOCIACIÓN SAN PEDRO COMUNICACIONES,"Departamento: Capital<br>Localidad: Asunción<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",Capital,Asunción,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.297778/-57.622222,-25.297778,-57.622222,"SI, Acepto",Radios Comunitarias
ZPD872,221,"SAN ROQUE FM - ZPD872 - 92,1MHz",ASOCIACIÓN COMUNITARIA SAN ROQUE,"Departamento: Canindeyu<br>Localidad: Yasy Cañy<br>Frecuencia: 92,1MHz<br>P.E.R.: 50W",Canindeyu,Yasy Cañy,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.523889/-55.876111,-24.523889,-55.876111,"SI, Acepto",Radios Comunitarias
ZPD833,200,"SANBER FM - ZPD833 - 87,9MHz",FUNDACIÓN DE AYUDA AL DEPORTE,"Departamento: Cordillera<br>Localidad: San Bernardino<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",Cordillera,San Bernardino,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.2925/-57.267778,-25.2925,-57.267778,"SI, Acepto",Radios Comunitarias
ZPD643,297,"SANTA LUCIA FM - ZPD643 - 107,3MHz",ASOCIACIÓN SANTA LUCIA COMUNICACIÓN Y DESARROLLO,"Departamento: Guairá<br>Localidad: Villarrica<br>Frecuencia: 107,3MHz<br>P.E.R.: 50W",Guairá,Villarrica,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.795556/-56.435278,-25.795556,-56.435278,"SI, Acepto",Radios Comunitarias
ZPD648,269,"SANTUARIO FM - ZPD648 - 101,7MHz",ASOCIACIÓN PYTU MARANGATU,"Departamento: Central<br>Localidad: Limpio<br>Frecuencia: 101,7MHz<br>P.E.R.: 25W",Central,Limpio,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.180833/-57.491111,-25.180833,-57.491111,"SI, Acepto",Radios Comunitarias
ZPD710,273,"SHOFAR FM - ZPD710 - 102,5MHz",ASOCIACIÓN RADIO COMUNITARIA SHOFAR FM,"Departamento: San Pedro<br>Localidad: Choré<br>Frecuencia: 102,5MHz<br>P.E.R.: 50W",San Pedro,Choré,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.188056/-56.552222,-24.188056,-56.552222,"SI, Acepto",Radios Comunitarias
ZPD871,201,"SHOW FM - ZPD871 - 88,1MHz",SHOW MUSICAL COMUNICACIONES,"Departamento: Paraguarí<br>Localidad: San Roque González de Santa Cruz<br>Frecuencia: 88,1MHz<br>P.E.R.: 50W",Paraguarí,San Roque González de Santa Cruz,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.828889/-57.274444,-25.828889,-57.274444,"SI, Acepto",Radios Comunitarias
ZPC318,299,"SINTONÍA FM - ZPC318 - 107,7MHz",ASOCIACIÓN RADIO COMUNITARIA SINTONÍA FM,"Departamento: Alto Parana<br>Localidad: Naranjal<br>Frecuencia: 107,7MHz<br>P.E.R.: 50W",Alto Parana,Naranjal,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.976111/-55.182222,-25.976111,-55.182222,"SI, Acepto",Radios Comunitarias
ZPD745,200,"SOL NACIENTE FM - ZPD745 - 87,9MHz",ASOCIACIÓN PARA LA PROMOCIÓN DE LA CULTURA. LA EDUCACIÓN Y EL MEDIO AMBIENTE PROCEMA,"Departamento: Cordillera<br>Localidad: Emboscada<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",Cordillera,Emboscada,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.121389/-57.350278,-25.121389,-57.350278,"SI, Acepto",Radios Comunitarias
ZPC861,275,"SOL Y MERCED 102.9 FM CAMBYRETA - ZPC861 - 102,9MHz",FUNDACIÓN JUSTO JOSÉ DEL SOCORRO FUN. J.J.S.O.S.,"Departamento: Itapúa<br>Localidad: Cambyretá<br>Frecuencia: 102,9MHz<br>P.E.R.: 50W",Itapúa,Cambyretá,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.343611/-55.8,-27.343611,-55.8,"SI, Acepto",Radios Comunitarias
ZPD901,245,"SURDESTE FM - ZPD901 - 96,9MHz",Asociación Comunitaria Surdeste FM,"Departamento: Itapua<br>Localidad: Natalio<br>Frecuencia: 96,9MHz<br>P.E.R.: 50W",Itapua,Natalio,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.744444/-55.098611,-26.744444,-55.098611,"SI, Acepto",Radios Comunitarias
ZPD747,264,"TACUARA FM - ZPD747 - 100,7MHz",ASOCIACIÓN DE RADIO COMUNITARIA TACUARA COMUNICACIONES,"Departamento: Canindeyu<br>Localidad: Nueva Esperanza<br>Frecuencia: 100,7MHz<br>P.E.R.: 50W",Canindeyu,Nueva Esperanza,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.514722/-54.863333,-24.514722,-54.863333,"SI, Acepto",Radios Comunitarias
ZPC491,250,"TAJY POTY FM - ZPC491 - 97,9MHz",CENTRO COMUNITARIO TAJY POTY DEL DISTRITO DE NUEVA ALBORADA CALLE 13,"Departamento: Itapúa<br>Localidad: Nueva Alborada<br>Frecuencia: 97,9MHz<br>P.E.R.: 50W",Itapúa,Nueva Alborada,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.233611/-55.695833,-27.233611,-55.695833,"SI, Acepto",Radios Comunitarias
ZPD725,277,"TAJY POTY FM - ZPD725 - 103,3MHz",ASOCIACIÓN DE COMUNICADORES DE TOBATI,"Departamento: Cordillera<br>Localidad: Tobati<br>Frecuencia: 103,3MHz<br>P.E.R.: 50W",Cordillera,Tobati,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.2575/-57.083333,-25.2575,-57.083333,"SI, Acepto",Radios Comunitarias
ZPD886,200,"TAJY POTY FM - ZPD886 - 87,9MHz",RADIO COMUNITARIA TAJY POTY,"Departamento: Central<br>Localidad: Nueva Italia<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",Central,Nueva Italia,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.611944/-57.463056,-25.611944,-57.463056,"SI, Acepto",Radios Comunitarias
ZPD910,203,"TAPE PYAHU FM - ZPD910 - 88,5MHz",ORGANIZACIÓN ZONAL DE AGRICULTORES ECOLÓGICOS (OZAE),"Departamento: Concepción<br>Localidad: Horqueta<br>Frecuencia: 88,5MHz<br>P.E.R.: 50W",Concepción,Horqueta,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.244722/-56.890556,-23.244722,-56.890556,"SI, Acepto",Radios Comunitarias
ZPD879,200,"TAVAYGUA FM - ZPD879 - 87,9MHz",TAVAYGUA FM,"Departamento: San Pedro<br>Localidad: Yataity del Norte<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",San Pedro,Yataity del Norte,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.843889/-56.360556,-24.843889,-56.360556,"SI, Acepto",Radios Comunitarias
ZPC659,243,"TEKO PORÁ FM - ZPC659 - 96,5MHz",ASOCIACIÓN MOVIMIENTO TEKO PORÁ REKAVO (AMOTER),"Departamento: Alto Parana<br>Localidad: Presidente Franco<br>Frecuencia: 96,5MHz<br>P.E.R.: 50W",Alto Parana,Presidente Franco,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.556667/-54.602778,-25.556667,-54.602778,"SI, Acepto",Radios Comunitarias
ZPD854,203,"TEKO PYAHU FM - ZPD854 - 88,5MHz",ORGANIZACIÓN CAMPESINA TEKO PYAHÚ,"Departamento: Concepción<br>Localidad: Loreto<br>Frecuencia: 88,5MHz<br>P.E.R.: 50W",Concepción,Loreto,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.269444/-57.3275,-23.269444,-57.3275,"SI, Acepto",Radios Comunitarias
