id,channel,name,authorized,description,department,city,frequency,source,link,lat,lon,agreement
ZPD643,297,"SANTA LUCIA FM - ZPD643 - 107,3MHz",ASOCIACIÓN SANTA LUCIA COMUNICACIÓN Y DESARROLLO,"Departamento: Guairá Localidad: Villarrica Frecuencia: 107,3MHz P.E.R.: 50W",Guairá,Villarrica,"107,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.795556/-56.435278,-25.795556,-56.435278,"Sí, de acuerdo"
ZPD648,269,"SANTUARIO FM - ZPD648 - 101,7MHz",ASOCIACIÓN PYTU MARANGATU,"Departamento: Central Localidad: Limpio Frecuencia: 101,7MHz P.E.R.: 25W",Central,Limpio,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.180833/-57.491111,-25.180833,-57.491111,"Sí, de acuerdo"
ZPD710,273,"SHOFAR FM - ZPD710 - 102,5MHz",ASOCIACIÓN RADIO COMUNITARIA SHOFAR FM,"Departamento: San Pedro Localidad: Choré Frecuencia: 102,5MHz P.E.R.: 50W",San Pedro,Choré,"102,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.188056/-56.552222,-24.188056,-56.552222,"Sí, de acuerdo"
ZPD871,201,"SHOW FM - ZPD871 - 88,1MHz",SHOW MUSICAL COMUNICACIONES,"Departamento: Paraguarí Localidad: San Roque González de Santa Cruz Frecuencia: 88,1MHz P.E.R.: 50W",Paraguarí,San Roque González de Santa Cruz,"88,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.828889/-57.274444,-25.828889,-57.274444,"Sí, de acuerdo"
ZPC318,299,"SINTONÍA FM - ZPC318 - 107,7MHz",ASOCIACIÓN RADIO COMUNITARIA SINTONÍA FM,"Departamento: Alto Parana Localidad: Naranjal Frecuencia: 107,7MHz P.E.R.: 50W",Alto Parana,Naranjal,"107,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.976111/-55.182222,-25.976111,-55.182222,"Sí, de acuerdo"
ZPD745,200,"SOL NACIENTE FM - ZPD745 - 87,9MHz",ASOCIACIÓN PARA LA PROMOCIÓN DE LA CULTURA. LA EDUCACIÓN Y EL MEDIO AMBIENTE PROCEMA,"Departamento: Cordillera Localidad: Emboscada Frecuencia: 87,9MHz P.E.R.: 50W",Cordillera,Emboscada,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.121389/-57.350278,-25.121389,-57.350278,"Sí, de acuerdo"
ZPC861,275,"SOL Y MERCED 102.9 FM CAMBYRETA - ZPC861 - 102,9MHz",FUNDACIÓN JUSTO JOSÉ DEL SOCORRO FUN. J.J.S.O.S.,"Departamento: Itapúa Localidad: Cambyretá Frecuencia: 102,9MHz P.E.R.: 50W",Itapúa,Cambyretá,"102,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.343611/-55.8,-27.343611,-55.8,"Sí, de acuerdo"
ZPD901,245,"SURDESTE FM - ZPD901 - 96,9MHz",Asociación Comunitaria Surdeste FM,"Departamento: Itapua Localidad: Natalio Frecuencia: 96,9MHz P.E.R.: 50W",Itapua,Natalio,"96,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.744444/-55.098611,-26.744444,-55.098611,"Sí, de acuerdo"
ZPD747,264,"TACUARA FM - ZPD747 - 100,7MHz",ASOCIACIÓN DE RADIO COMUNITARIA TACUARA COMUNICACIONES,"Departamento: Canindeyu Localidad: Nueva Esperanza Frecuencia: 100,7MHz P.E.R.: 50W",Canindeyu,Nueva Esperanza,"100,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.514722/-54.863333,-24.514722,-54.863333,"Sí, de acuerdo"
ZPC491,250,"TAJY POTY FM - ZPC491 - 97,9MHz",CENTRO COMUNITARIO TAJY POTY DEL DISTRITO DE NUEVA ALBORADA CALLE 13,"Departamento: Itapúa Localidad: Nueva Alborada Frecuencia: 97,9MHz P.E.R.: 50W",Itapúa,Nueva Alborada,"97,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.233611/-55.695833,-27.233611,-55.695833,"Sí, de acuerdo"
ZPD725,277,"TAJY POTY FM - ZPD725 - 103,3MHz",ASOCIACIÓN DE COMUNICADORES DE TOBATI,"Departamento: Cordillera Localidad: Tobati Frecuencia: 103,3MHz P.E.R.: 50W",Cordillera,Tobati,"103,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.2575/-57.083333,-25.2575,-57.083333,"Sí, de acuerdo"
ZPD886,200,"TAJY POTY FM - ZPD886 - 87,9MHz",RADIO COMUNITARIA TAJY POTY,"Departamento: Central Localidad: Nueva Italia Frecuencia: 87,9MHz P.E.R.: 50W",Central,Nueva Italia,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.611944/-57.463056,-25.611944,-57.463056,"Sí, de acuerdo"
ZPD910,203,"TAPE PYAHU FM - ZPD910 - 88,5MHz",ORGANIZACIÓN ZONAL DE AGRICULTORES ECOLÓGICOS (OZAE),"Departamento: Concepción Localidad: Horqueta Frecuencia: 88,5MHz P.E.R.: 50W",Concepción,Horqueta,"88,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.244722/-56.890556,-23.244722,-56.890556,"Sí, de acuerdo"
ZPD879,200,"TAVAYGUA FM - ZPD879 - 87,9MHz",TAVAYGUA FM,"Departamento: San Pedro Localidad: Yataity del Norte Frecuencia: 87,9MHz P.E.R.: 50W",San Pedro,Yataity del Norte,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.843889/-56.360556,-24.843889,-56.360556,"Sí, de acuerdo"
ZPC659,243,"TEKO PORÁ FM - ZPC659 - 96,5MHz",ASOCIACIÓN MOVIMIENTO TEKO PORÁ REKAVO (AMOTER),"Departamento: Alto Parana Localidad: Presidente Franco Frecuencia: 96,5MHz P.E.R.: 50W",Alto Parana,Presidente Franco,"96,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.556667/-54.602778,-25.556667,-54.602778,"Sí, de acuerdo"
ZPD854,203,"TEKO PYAHU FM - ZPD854 - 88,5MHz",ORGANIZACIÓN CAMPESINA TEKO PYAHÚ,"Departamento: Concepción Localidad: Loreto Frecuencia: 88,5MHz P.E.R.: 50W",Concepción,Loreto,"88,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.269444/-57.3275,-23.269444,-57.3275,"Sí, de acuerdo"
ZPD815,212,"TEMPELAK FM - ZPD815 - 90,3MHz",COMUNIDAD INDÍGENA CASANILLO,"Departamento: Presidente Hayes Localidad: Villa Hayes Frecuencia: 90,3MHz P.E.R.: 100W",Presidente Hayes,Villa Hayes,"90,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.193056/-59.321944,-22.193056,-59.321944,"Sí, de acuerdo"
ZPC649,298,"TENONDE FM - ZPC649 - 107,5MHz",ORGANIZACIÓN NACIONAL CAMPESINA (ONAC),"Departamento: Caaguazú Localidad: Coronel Oviedo Frecuencia: 107,5MHz P.E.R.: 50W",Caaguazú,Coronel Oviedo,"107,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.433333/-56.433333,-25.433333,-56.433333,"Sí, de acuerdo"
ZPD852,200,"TOBATI FM - ZPD852 - 87,9MHz",ASOCIACIÓN DE COMUNICADORES. FORMADORES Y ESTUDIANTES DE TOBATI - ACFET,"Departamento: Cordillera Localidad: Tobatí Frecuencia: 87,9MHz P.E.R.: 20W",Cordillera,Tobatí,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.225833/-57.073056,-25.225833,-57.073056,"Sí, de acuerdo"
ZPD860,216,"TOVATIRI FM - ZPD860 - 91,1MHz",COMISIÓN VECINAL DE CARAYAO,"Departamento: Caaguazú Localidad: Carayao Frecuencia: 91,1MHz P.E.R.: 50W",Caaguazú,Carayao,"91,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.196111/-56.3975,-25.196111,-56.3975,"Sí, de acuerdo"
ZPD838,238,"TRADICIÓN FM - ZPD838 - 95,5MHz",ASOCIACIÓN RADIO COMUNITARIA TRADICIÓN FM,"Departamento: Misiones Localidad: Santiago Frecuencia: 95,5MHz P.E.R.: 50W",Misiones,Santiago,"95,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.139167/-56.760556,-27.139167,-56.760556,"Sí, de acuerdo"
ZPC312,276,"TUPASY RAPE - ZPC312 - 103,1MHz",ASOCIACIÓN RADIO COMUNITARIA TUPASY RAPE,"Departamento: Itapúa Localidad: Encarnación Frecuencia: 103,1MHz P.E.R.: 150W",Itapúa,Encarnación,"103,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.371111/-55.833889,-27.371111,-55.833889,"Sí, de acuerdo"
ZPC339,228,"UNIÓN FM - ZPC339 - 93,5MHz",ASOCIACIÓN COMUNITARIA RADIO UNIÓN,"Departamento: Central Localidad: Limpio Frecuencia: 93,5MHz P.E.R.: 50W",Central,Limpio,"93,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.166389/-57.474722,-25.166389,-57.474722,"Sí, de acuerdo"
ZPC487,269,"UNISAL FM - ZPC487 - 101,7MHz",UNIVERSIDAD PRIVADA SAN LORENZO,"Departamento: Central Localidad: San Lorenzo Frecuencia: 101,7MHz P.E.R.: 50W",Central,San Lorenzo,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.342222/-57.511111,-25.342222,-57.511111,"Sí, de acuerdo"
ZPD825,241,"UNIVERSAL FM - ZPD825 - 96,1MHz",RADIO COMUNITARIA UNIVERSAL FM,"Departamento: Caaguazú Localidad: Carayao Frecuencia: 96,1MHz P.E.R.: 50W",Caaguazú,Carayao,"96,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.211667/-56.289444,-25.211667,-56.289444,"Sí, de acuerdo"
ZPC481,264,"UNIVERSIDAD FM - ZPC481 - 100,7MHz",UNIVERSIDAD NACIONAL DE PILAR,"Departamento: Ñeembucú Localidad: Pilar Frecuencia: 100,7MHz P.E.R.: 50W",Ñeembucú,Pilar,"100,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.856944/-58.307778,-26.856944,-58.307778,"Sí, de acuerdo"
ZPD832,243,"URBANO COMUNICACIONES - ZPD832 - 96,5MHz",URBANO COMUNICACIONES,"Departamento: Alto Parana Localidad: Minga Guazú Frecuencia: 96,5MHz P.E.R.: 50W",Alto Parana,Minga Guazú,"96,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.484722/-54.766389,-25.484722,-54.766389,"Sí, de acuerdo"
ZPD804,241,"VIDA FM - ZPD804 - 96,1MHz",CONVENCIÓN EVANGÉLICA MENONITA DEL Norte (CONEMOR),"Departamento: San Pedro Localidad: San Pablo Frecuencia: 96,1MHz P.E.R.: 50W",San Pedro,San Pablo,"96,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.158333/-56.881944,-24.158333,-56.881944,"Sí, de acuerdo"
ZPD806,200,"VILLA OLIVA FM - ZPD806 - 87,9MHz",ASOCIACIÓN DE BENEFICIARIOS DEL CAMPO COMUNAL DE LA COMPAÑÍA ZANJITA,"Departamento: Ñeembucú Localidad: Villa Oliva Frecuencia: 87,9MHz P.E.R.: 50W",Ñeembucú,Villa Oliva,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.016944/-57.858333,-26.016944,-57.858333,"Sí, de acuerdo"
ZPD706,269,"VIRGEN DE LA CANDELARIA - ZPD706 - 101,7MHz",PARROQUIA VIRGEN DE LA CANDELARIA,"Departamento: Central Localidad: Capiata Frecuencia: 101,7MHz P.E.R.: 50W",Central,Capiata,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.352222/-57.442222,-25.352222,-57.442222,"Sí, de acuerdo"
ZPD821,200,"VIRGEN DE LOS 7 DOLORES - ZPD821 - 87,9MHz",ASOCIACIÓN RADIO COMUNITARIA VIRGEN DE LOS 7 DOLORES,"Departamento: Guairá Localidad: Félix Pérez Cardozo Frecuencia: 87,9MHz P.E.R.: 50W",Guairá,Félix Pérez Cardozo,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.743056/-56.523056,-25.743056,-56.523056,"Sí, de acuerdo"
ZPD633,200,"VIRGEN DEL ROSARIO FM - ZPD633 - 87,9MHz",ASOCIACIÓN FM VIRGEN DEL ROSARIO,"Departamento: Paraguarí Localidad: Pirayú Frecuencia: 87,9MHz P.E.R.: 50W",Paraguarí,Pirayú,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.482778/-57.24,-25.482778,-57.24,"Sí, de acuerdo"
ZPC787,200,"YAGUARÓN POTY - ZPC787 - 87,9MHz",COMISIÓN DE DEFENSA DE LOS DERECHOS DE LA CIUDADANIA,"Departamento: Paraguarí Localidad: Yaguarón Frecuencia: 87,9MHz P.E.R.: 50W",Paraguarí,Yaguarón,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.564722/-57.288056,-25.564722,-57.288056,"Sí, de acuerdo"
ZPC326,205,"YASY CAÑY FM - ZPC326 - 88,9MHz",COMISIÓN PRO DESARROLLO DE LA COLONIA YASY CAÑY,"Departamento: Canindeyu Localidad: Yasy Cañy Frecuencia: 88,9MHz P.E.R.: 50W",Canindeyu,Yasy Cañy,"88,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.528611/-55.887222,-24.528611,-55.887222,"Sí, de acuerdo"
ZPC335,289,"YATAITY POTY - ZPC335 - 105,7MHz",ASOCIACIÓN DE EDUCADORES DE YATAITY,"Departamento: Guairá Localidad: Yataity Frecuencia: 105,7MHz P.E.R.: 50W",Guairá,Yataity,"105,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.685833/-56.465278,-25.685833,-56.465278,"Sí, de acuerdo"
ZPD810,232,"YBAGARAPÉ FM - ZPD810 - 94,3MHz",ASOCIACIÓN RADIO COMUNITARIA YBAGARAPÉ,"Departamento: Caaguazú Localidad: Caaguazú Frecuencia: 94,3MHz P.E.R.: 50W",Caaguazú,Caaguazú,"94,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.468333/-56.102222,-25.468333,-56.102222,"Sí, de acuerdo"
ZPC300,228,"YBOTY FM - ZPC300 - 93,5MHz",ASOCIACIÓN COMUNITARIA YBOTY,"Departamento: Capital Localidad: Asunción Frecuencia: 93,5MHz P.E.R.: 50W",Capital,Asunción,"93,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.242778/-57.544167,-25.242778,-57.544167,"Sí, de acuerdo"
ZPC495,264,"YBY PYTA FM - ZPC495 - 100,7MHz",RADIO COMUNITARIA YBY PYTA FM,"Departamento: Canindeyu Localidad: Curuguaty Frecuencia: 100,7MHz P.E.R.: 50W",Canindeyu,Curuguaty,"100,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.383333/-55.383333,-24.383333,-55.383333,"Sí, de acuerdo"
ZPD895,200,"YBYTYMI LAMPARA FM - ZPD895 - 87,9MHz",ASOCIACIÓN RADIO COMUNITARIA YBYTIMI LAMPARA FM,"Departamento: Paraguarí Localidad: Ybytymi Frecuencia: 87,9MHz P.E.R.: 50W",Paraguarí,Ybytymi,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.812778/-56.758889,-25.812778,-56.758889,"Sí, de acuerdo"
ZPD900,288,"YCUA LAUREL - ZPD900 - 105,5MHz",ASOCIACIÓN RADIO COMUNITARIA YCUA LAUREL,"Departamento: Ñeembucú Localidad: Laureles Frecuencia: 105,5MHz P.E.R.: 50W",Ñeembucú,Laureles,"105,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.252222/-57.461111,-27.252222,-57.461111,"Sí, de acuerdo"
ZPD857,244,"YGATIMI SOLIDARIA FM - ZPD857 - 96,7MHz",ASOCIACIÓN DE ORGANIZACIONES CULTURALES COMUNITARIAS DE VILLA YGATIMI,"Departamento: Canindeyu Localidad: Villa Ygatimi Frecuencia: 96,7MHz P.E.R.: 50W",Canindeyu,Villa Ygatimi,"96,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.128056/-55.648333,-24.128056,-55.648333,"Sí, de acuerdo"
ZPD727,248,"YPOTY FM - ZPD727 - 97,5MHz",COMUNIDAD INDÍGENA AVÁ - GUARANÍ DE LA COLONIA FORTUNA,"Departamento: Canindeyu Localidad: Curuguaty - Col Fortuna Frecuencia: 97,5MHz P.E.R.: 50W",Canindeyu,Curuguaty - Col Fortuna,"97,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.418611/-55.7225,-24.418611,-55.7225,"Sí, de acuerdo"
ZPC646,269,"YSYRY FM - ZPC646 - 101,7MHz",FUNDACIÓN YSYRY - COMISIÓN PRO RADIO YSYRY,"Departamento: Paraguarí Localidad: Pirayú Frecuencia: 101,7MHz P.E.R.: 50W",Paraguarí,Pirayú,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.485/-57.234722,-25.485,-57.234722,"Sí, de acuerdo"
ZPD889,216,"YUKERI FM - ZPD889 - 91,1MHz",RED DE MEDIO COMUNITARIOS YUKERI FM,"Departamento: Concepción Localidad: Horqueta Frecuencia: 91,1MHz P.E.R.: 50W",Concepción,Horqueta,"91,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.339444/-57.054722,-23.339444,-57.054722,"Sí, de acuerdo"
ZPD631,202,"YVERÁ FM - ZPD631 - 88,3MHz",ASOCIACIÓN YVERÁ DE APOYO A LA NIÑEZ,"Departamento: Misiones Localidad: Villa Florida Frecuencia: 88,3MHz P.E.R.: 50W",Misiones,Villa Florida,"88,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.409444/-57.116667,-26.409444,-57.116667,"Sí, de acuerdo"
ZPD862,209,"YVOTY POTY FM - ZPD862 - 89,7MHz",ORGANIZACIÓN YVY POTY,"Departamento: Paraguarí Localidad: Ybytymi Frecuencia: 89,7MHz P.E.R.: 50W",Paraguarí,Ybytymi,"89,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.755833/-56.801389,-25.755833,-56.801389,"Sí, de acuerdo"
ZPD880,269,"ZEBALLOS FM - ZPD880 - 101,7MHz",ASOCIACIÓN DE RADIO COMUNITARIA ZEBALLOS FM,"Departamento: Capital Localidad: Asunción - Zeballos Cue Frecuencia: 101,7MHz P.E.R.: 25W",Capital,Asunción - Zeballos Cue,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.234167/-57.565,-25.234167,-57.565,"Sí, de acuerdo"
ZPD861,201,"ZONA 10 FM - ZPD861 - 88,1MHz",ASOCIACIÓN RADIO COMUNITARIA ZONA 10 FM,"Departamento: Misiones Localidad: San Patricio Frecuencia: 88,1MHz P.E.R.: 50W",Misiones,San Patricio,"88,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.968333/-56.828056,-26.968333,-56.828056,"Sí, de acuerdo"
ZPD887,266,"Mbaracayú FM - ZPD887 - 101,1 MHzMHz",Asociación Radio Comunitaria Mbaracayú,"Departamento: Alto Paraná Localidad: Mbaracayú Frecuencia: 101,1 MHzMHz P.E.R.: 50WW",Alto Paraná,Mbaracayú,"101,1 MHz",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.981667/-54.7275,-24.981667,-54.7275,"Sí, de acuerdo"
