id,channel,name,authorized,description,department,city,frequency,source,link,lat,lon,agreement
ZPC469,284,"15 DE AGOSTO FM - ZPC469 - 104,7MHz",ASOCIACIÓN 15 DE AGOSTO RADIO COMUNITARIA,"Departamento: San Pedro Localidad: Colonia Tuyango - Itacurubí del Rosario Frecuencia: 104,7MHz P.E.R.: 50W",San Pedro,Colonia Tuyango - Itacurubí del Rosario,"104,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.586944/-56.647778,-24.586944,-56.647778,"Sí, de acuerdo"
ZPD869,300,"19 DE ERERO COMUNICACIONES FM - ZPD869 - 107,9MHz",ASOCIACIÓN 19 DE ERENO COMUNICACIONES FM,"Departamento: Paraguarí Localidad: Paraguarí Frecuencia: 107,9MHz P.E.R.: 50W",Paraguarí,Paraguarí,"107,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.615556/-57.149167,-25.615556,-57.149167,"Sí, de acuerdo"
ZPD700,269,"6 DE ENERO - ZPD700 - 101,7MHz",ASOCIACION 6 DE ENERO,"Departamento: Central Localidad: Villa Elisa Frecuencia: 101,7MHz P.E.R.: 10W",Central,Villa Elisa,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.348889/-57.575,-25.348889,-57.575,"Sí, de acuerdo"
ZPD859,212,"ACEVAL POTY - ZPD859 - 90,3MHz",ASOCIACIÓN E.C.A RADIO FM CAMPO ACEVAL COMUNITARIA,"Departamento: Presidente Hayes Localidad: CAMPO ACEVAL Frecuencia: 90,3MHz P.E.R.: 150W",Presidente Hayes,CAMPO ACEVAL,"90,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.171667/-59.856389,-23.171667,-59.856389,"Sí, de acuerdo"
ZPD704,219,"ACOSTA ÑÚ FM - ZPD704 - 91,7MHz",COMPLEJO EDUCATIVO PRIVADO RAMÓN I. CARDOZO,"Departamento: Cordillera Localidad: Eusebio Ayala Frecuencia: 91,7MHz P.E.R.: 50W",Cordillera,Eusebio Ayala,"91,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.380833/-56.964167,-25.380833,-56.964167,"Sí, de acuerdo"
ZPD892,226,"ADMIRACIÓN FM - ZPD892 - 93,1MHz",CENTRO COMUNITARIO BARRIO SAN PABLO,"Departamento: Guairá Localidad: Fassardi Frecuencia: 93,1MHz P.E.R.: 50W",Guairá,Fassardi,"93,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.995833/-56.140278,-25.995833,-56.140278,"Sí, de acuerdo"
ZPD753,204,"ADORACIÓN FM - ZPD753 - 88,7MHz",ASOCIACIÓN ACARAY POTY,"Departamento: Alto Parana Localidad: Minga Guazú Frecuencia: 88,7MHz P.E.R.: 25W",Alto Parana,Minga Guazú,"88,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.478611/-54.766111,-25.478611,-54.766111,"Sí, de acuerdo"
ZPC774,296,"AGRO YGUAZÚ FM - ZPC774 - 107,1MHz",ASOCIACIÓN AGRO YGUAZÚ,"Departamento: Caaguazú Localidad: Raúl Arsenio Oviedo Frecuencia: 107,1MHz P.E.R.: 50W",Caaguazú,Raúl Arsenio Oviedo,"107,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.134167/-55.433333,-25.134167,-55.433333,"Sí, de acuerdo"
ZPD885,200,"AGUAITY FM - ZPD885 - 87,9MHz",CONSEJO DE DESARROLLO AGUAITY,"Departamento: Cordillera Localidad: Eusebio Ayala Frecuencia: 87,9MHz P.E.R.: 50W",Cordillera,Eusebio Ayala,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.337778/-57.025833,-25.337778,-57.025833,"Sí, de acuerdo"
ZPC494,200,"AGUAPETY FM - ZPC494 - 87,9MHz",ASOCIACIÓN RADIO COMUNITARIA AGUAPETY FM,"Departamento: Caaguazú Localidad: Coronel Oviedo Frecuencia: 87,9MHz P.E.R.: 50W",Caaguazú,Coronel Oviedo,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.576944/-56.450556,-25.576944,-56.450556,"Sí, de acuerdo"
ZPC479,279,"ALFA Y OMEGA FM - ZPC479 - 103,7MHz",ASOCIACIÓN COMUNITARIA ALFA Y OMEGA COMUNICACIONES,"Departamento: Concepción Localidad: Concepción Frecuencia: 103,7MHz P.E.R.: 50W",Concepción,Concepción,"103,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.417222/-57.423056,-23.417222,-57.423056,"Sí, de acuerdo"
ZPC357,246,"ALTERNATIVA FM - ZPC357 - 97,1MHz",ASOCIACIÓN ALTERNATIVA FM RADIO COMUNITARIA,"Departamento: Amambay Localidad: Bella Vista Frecuencia: 97,1MHz P.E.R.: 50W",Amambay,Bella Vista,"97,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.133333/-56.5,-22.133333,-56.5,"Sí, de acuerdo"
ZPD760,269,"AMANECER FM - ZPD760 - 101,7MHz",ASOCIACIÓN CIVIL AMANECER COMUNICACIONES,"Departamento: Presidente Hayes Localidad: Villa Hayes Frecuencia: 101,7MHz P.E.R.: 25W",Presidente Hayes,Villa Hayes,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.091944/-57.523611,-25.091944,-57.523611,"Sí, de acuerdo"
ZPD831,269,"AMANECER FM - ZPD831 - 101,7MHz",ASOCIACION RADIO AMANECER,"Departamento: Central Localidad: San Lorenzo Frecuencia: 101,7MHz P.E.R.: 25W",Central,San Lorenzo,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.387778/-57.507222,-25.387778,-57.507222,"Sí, de acuerdo"
ZPD715,201,"AMISTAD FM - ZPD715 - 88,1MHz",ASOCIACIÓN RADIO COMUNITARIA AMISTAD FM,"Departamento: Canindeyu Localidad: Salto del Guairá Frecuencia: 88,1MHz P.E.R.: 50W",Canindeyu,Salto del Guairá,"88,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.063611/-54.306389,-24.063611,-54.306389,"Sí, de acuerdo"
ZPC492,204,"ANUNCIA VILLA OLIVA - ZPC492 - 88,7MHz",ASOCIACIÓN DE AMIGOS DE LA RADIO COMUNITARIA VILLA OLIVA,"Departamento: Ñeembucú Localidad: Villa Oliva Frecuencia: 88,7MHz P.E.R.: 50W",Ñeembucú,Villa Oliva,"88,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.015556/-57.858889,-26.015556,-57.858889,"Sí, de acuerdo"
ZPC816,212,"ARANDÚ FM - ZPC816 - 90,3MHz",COORDINACIÓN REGIONAL DE AGRICULTORES DE ITAPÚA,"Departamento: Itapúa Localidad: Puerto Triunfo Frecuencia: 90,3MHz P.E.R.: 50W",Itapúa,Puerto Triunfo,"90,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.706389/-55.095,-26.706389,-55.095,"Sí, de acuerdo"
ZPC355,298,"ARAPY FM - ZPC355 - 107,5MHz",ASOCIACIÓN DE RADIO COMUNITARIA ARAPY FM,"Departamento: Caaguazú Localidad: Mbutuy Frecuencia: 107,5MHz P.E.R.: 50W",Caaguazú,Mbutuy,"107,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.966667/-56.283333,-24.966667,-56.283333,"Sí, de acuerdo"
ZPD866,269,"ARAVERA FM - ZPD866 - 101,7MHz",ASOCIACIÓN RADIO COMUNITARIA ARAVERA FM,"Departamento: Cordillera Localidad: Arroyos y Esteros Frecuencia: 101,7MHz P.E.R.: 50W",Cordillera,Arroyos y Esteros,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.059444/-57.16,-25.059444,-57.16,"Sí, de acuerdo"
ZPC323,200,"AREGUÁ FM COMUNITARIA - ZPC323 - 87,9MHz",ASOCIACIÓN FRATERNIDAD,"Departamento: Central Localidad: Areguá Frecuencia: 87,9MHz P.E.R.: 50W",Central,Areguá,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.305556/-57.416389,-25.305556,-57.416389,"Sí, de acuerdo"
ZPD635,275,"ATALAYA FM - ZPD635 - 102,9MHz",ASOCIACIÓN CULTURAL SAN LUIS,"Departamento: Itapúa Localidad: San Juan del Paraná Frecuencia: 102,9MHz P.E.R.: 50W",Itapúa,San Juan del Paraná,"102,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.241944/-55.998889,-27.241944,-55.998889,"Sí, de acuerdo"
ZPC798,200,"AURORA FM - ZPC798 - 87,9MHz",ASOCIACIÓN DE JÓVENES CAAZAPEÑOS POR LA CULTURA (AJCC),"Departamento: Caazapa Localidad: Caazapá Frecuencia: 87,9MHz P.E.R.: 50W",Caazapa,Caazapá,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.201389/-56.365833,-26.201389,-56.365833,"Sí, de acuerdo"
ZPD873,229,"AVIVADOS FM - ZPD873 - 93,7MHz",ASOCIACIÓN RADIO COMUNITARIA AVIVADOS FM,"Departamento: Canindeyu Localidad: Curuguaty Frecuencia: 93,7MHz P.E.R.: 50W",Canindeyu,Curuguaty,"93,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.464167/-55.698333,-24.464167,-55.698333,"Sí, de acuerdo"
ZPD814,220,"BOQUERÓN FM - ZPD814 - 91,9MHz",ASOCIAICÓN PYTYVORÁ,"Departamento: Boquerón Localidad: Filadelfia Frecuencia: 91,9MHz P.E.R.: 100W",Boquerón,Filadelfia,"91,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.361667/-60.021667,-22.361667,-60.021667,"Sí, de acuerdo"
ZPC477,217,"CABAÑAS FM - ZPC477 - 91,3MHz",ASOCIACIÓN RADIO COMUNITARIA CABAÑAS FM,"Departamento: Cordillera Localidad: Caacupe (Compañía Cabañas) Frecuencia: 91,3MHz P.E.R.: 50W",Cordillera,Caacupe (Compañía Cabañas),"91,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.368333/-57.166667,-25.368333,-57.166667,"Sí, de acuerdo"
ZPD717,216,"CALANDRIA FM - ZPD717 - 91,1MHz",ASOCIACIÓN RADIO COMUNITARIA CALANDRIA FM,"Departamento: Caazapa Localidad: Toro Blanco - Tava'i Frecuencia: 91,1MHz P.E.R.: 50W",Caazapa,Toro Blanco - Tava'i,"91,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.235833/-55.7025,-26.235833,-55.7025,"Sí, de acuerdo"
ZPD911,219,"CAÑADITA FM - ZPD911 - 91,7MHz",CENTRO COMUNITARIO CAÑADITA,"Departamento: Caaguazú Localidad: Yhú Frecuencia: 91,7MHz P.E.R.: 50W",Caaguazú,Yhú,"91,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.17/-55.915833,-25.17,-55.915833,"Sí, de acuerdo"
ZPD884,200,"CAPARAZÓN FM - ZPD884 - 87,9MHz",FUNDACIÓN PRIMER PASO,"Departamento: Central Localidad: Limpio Frecuencia: 87,9MHz P.E.R.: 50W",Central,Limpio,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.165/-57.4675,-25.165,-57.4675,"Sí, de acuerdo"
ZPD826,269,"CAPIATA POTY FM - ZPD826 - 101,7MHz",GRUPO COMUNICACIONAL CAPIATA,"Departamento: Central Localidad: Capiata Frecuencia: 101,7MHz P.E.R.: 25W",Central,Capiata,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.375833/-57.401111,-25.375833,-57.401111,"Sí, de acuerdo"
ZPD746,200,"CAYIN O'CLIN - ZPD746 - 87,9MHz",COMUNIDAD INDIGENA CAYIN O'CLIN,"Departamento: Boquerón Localidad: Neuland Frecuencia: 87,9MHz P.E.R.: 300W",Boquerón,Neuland,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.633611/-60.133056,-22.633611,-60.133056,"Sí, de acuerdo"
ZPC825,284,"CENTRO COMUNITARIO CABAJÚ RETA - ZPC825 - 104,7MHz",CENTRO COMUNITARIO CABAJÚ RETA,"Departamento: Caazapa Localidad: Caazapá Frecuencia: 104,7MHz P.E.R.: 50W",Caazapa,Caazapá,"104,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.141667/-56.391667,-26.141667,-56.391667,"Sí, de acuerdo"
ZPD864,200,"CENTRO EDUCATIVO ITÁ - ZPD864 - 87,9MHz",ASOCIACÓN COOPERACIÓN ESCOLAR DEL CENTRO EDUCATIVO ITÁ,"Departamento: Central Localidad: Itá Frecuencia: 87,9MHz P.E.R.: 25W",Central,Itá,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.505833/-57.371389,-25.505833,-57.371389,"Sí, de acuerdo"
ZPD647,200,"CENTRO FM - ZPD647 - 87,9MHz",ASOCIACIÓN RADIO CENTRO FM,"Departamento: San Pedro Localidad: Unión Frecuencia: 87,9MHz P.E.R.: 50W",San Pedro,Unión,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.808333/-56.521111,-24.808333,-56.521111,"Sí, de acuerdo"
ZPD732,210,"CERRO VERDE FM - ZPD732 - 89,9MHz",ASOCIACIÓN RADIO COMUNITARIA CERRO VERDE FM,"Departamento: Canindeyu Localidad: Yvyrarovana Frecuencia: 89,9MHz P.E.R.: 50W",Canindeyu,Yvyrarovana,"89,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.316389/-55.046389,-24.316389,-55.046389,"Sí, de acuerdo"
ZPC341,213,"CETRO FM - ZPC341 - 90,5MHz",ASOCIACIÓN RADIO COMUNITARIA CETRO,"Departamento: Alto Parana Localidad: Ciudad del Este Frecuencia: 90,5MHz P.E.R.: 25W",Alto Parana,Ciudad del Este,"90,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.501667/-54.629167,-25.501667,-54.629167,"Sí, de acuerdo"
ZPD836,200,"CHACO BOREAL POTY FM - ZPD836 - 87,9MHz",ASOCIACIÓN RADIO COMUNITARIA MAINUMBY,"Departamento: Boquerón Localidad: Loma Plata Frecuencia: 87,9MHz P.E.R.: 100W",Boquerón,Loma Plata,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.388333/-59.824167,-22.388333,-59.824167,"Sí, de acuerdo"
ZPD735,200,"CHE'IRO ARAPOTY - ZPD735 - 87,9MHz",COMUNIDAD INDIGENA CHEIRO ARA POTY - PARCIALIDAD MBYA-APYTERE,"Departamento: Caaguazú Localidad: Juan Eulogio Estigarribia Frecuencia: 87,9MHz P.E.R.: 50W",Caaguazú,Juan Eulogio Estigarribia,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.406667/-55.596389,-25.406667,-55.596389,"Sí, de acuerdo"
ZPC837,204,"CIELO DIGITAL - ZPC837 - 88,7MHz",ASOCIACIÓN CIELO,"Departamento: Alto Parana Localidad: Ciudad del Este Frecuencia: 88,7MHz P.E.R.: 50W",Alto Parana,Ciudad del Este,"88,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.532222/-54.6325,-25.532222,-54.6325,"Sí, de acuerdo"
ZPD758,269,"CLAM 3 - ZPD758 - 101,7MHz",ASOCIACIÓN RADIO COMUNITARIA CLAM 3,"Departamento: Central Localidad: Villeta Frecuencia: 101,7MHz P.E.R.: 25W",Central,Villeta,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.503056/-57.559167,-25.503056,-57.559167,"Sí, de acuerdo"
ZPC663,243,"CODECO FM - ZPC663 - 96,5MHz",CONSEJO DE DESARROLLO COMUNITARIO (CODECO),"Departamento: Alto Parana Localidad: Presidente Franco Frecuencia: 96,5MHz P.E.R.: 50W",Alto Parana,Presidente Franco,"96,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.551667/-54.672222,-25.551667,-54.672222,"Sí, de acuerdo"
ZPC301,201,"COLONIA FM - ZPC301 - 88,1MHz",RADIO COMUNITARIA COLONIA FM,"Departamento: Paraguarí Localidad: La Colmena Frecuencia: 88,1MHz P.E.R.: 50W",Paraguarí,La Colmena,"88,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.883889/-56.837222,-25.883889,-56.837222,"Sí, de acuerdo"
ZPD640,228,"COMUNITARIA 29 DE AGOSTO - ZPD640 - 93,5MHz",ASOCIACIÓN BOBI POTRERITO POTY COMUNICACIÓN ALTERNATIVA,"Departamento: Central Localidad: Ypané Frecuencia: 93,5MHz P.E.R.: 25W",Central,Ypané,"93,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.483333/-57.474444,-25.483333,-57.474444,"Sí, de acuerdo"
ZPC777,266,"COMUNITARIA AMANECER FM - ZPC777 - 101,1MHz",RADIO COMUNITARIA AMANECER FM,"Departamento: Amambay Localidad: Pedro Juan Caballero Frecuencia: 101,1MHz P.E.R.: 50W",Amambay,Pedro Juan Caballero,"101,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.544167/-55.736944,-22.544167,-55.736944,"Sí, de acuerdo"
ZPD622,200,"COMUNITARIA FM PAÍS - ZPD622 - 87,9MHz",RADIO COMUNITARIA DEL BARRIO CENTENARIO DE LA CIUDAD DE CAAGUAZÚ FM PAÍS,"Departamento: Caaguazú Localidad: Caaguazú Frecuencia: 87,9MHz P.E.R.: 50W",Caaguazú,Caaguazú,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.468611/-56.013611,-25.468611,-56.013611,"Sí, de acuerdo"
ZPC493,280,"COMUNITARIA NATIVA - ZPC493 - 103,9MHz",RADIO COMUNITARIA FM NATIVA,"Departamento: Alto Paraguay Localidad: Isla Margarita Frecuencia: 103,9MHz P.E.R.: 300W",Alto Paraguay,Isla Margarita,"103,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-21.694167/-57.896944,-21.694167,-57.896944,"Sí, de acuerdo"
ZPD835,298,"COMUNITARIA SANTA ROSA FM - ZPD835 - 107,5MHz",ASOCIACIÓN RADIO COMUNITARIA SANTA ROSA,"Departamento: Misiones Localidad: Santa Rosa Frecuencia: 107,5MHz P.E.R.: 50W",Misiones,Santa Rosa,"107,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.888333/-56.848889,-26.888333,-56.848889,"Sí, de acuerdo"
ZPC490,219,"COMUNITARIA TAVAPY FM - ZPC490 - 91,7MHz",ASOCIACIÓN DE RADIO COMUNITARIA DE TAVAPY I (ARCORTA I),"Departamento: Alto Parana Localidad: Santa Rosa del Monday Frecuencia: 91,7MHz P.E.R.: 50W",Alto Parana,Santa Rosa del Monday,"91,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.660833/-54.993056,-25.660833,-54.993056,"Sí, de acuerdo"
ZPD808,297,"CONTINENTAL FM - ZPD808 - 107,3MHz",ASOCIACIÓN DE VAQUERÍA POTY RADIO COMUNITARIA CONTINENTAL F.M.,"Departamento: Caaguazú Localidad: Vaquería Frecuencia: 107,3MHz P.E.R.: 50W",Caaguazú,Vaquería,"107,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.001111/-55.8175,-25.001111,-55.8175,"Sí, de acuerdo"
ZPD721,212,"CORAZÓN TROPICAL FM - ZPD721 - 90,3MHz",ASOCIACION DE LA RADIO COMUNITARIA CORAZÓN TROPICAL,"Departamento: Itapúa Localidad: Edelira Km 28 Frecuencia: 90,3MHz P.E.R.: 50W",Itapúa,Edelira Km 28,"90,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.718889/-55.33,-26.718889,-55.33,"Sí, de acuerdo"
ZPC472,268,"CULTURA FM - ZPC472 - 101,5MHz",ASOCIACIÓN RADIO CULTURA,"Departamento: Itapúa Localidad: Naranjito Frecuencia: 101,5MHz P.E.R.: 50W",Itapúa,Naranjito,"101,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.368056/-55.242222,-26.368056,-55.242222,"Sí, de acuerdo"
ZPD902,269,"DEL REY FM - ZPD902 - 101,7MHz",ASOCIACIÓN RADIO COMUNITARIA DEL REY,"Departamento: PARAGUARI Localidad: YAGUARON Frecuencia: 101,7MHz P.E.R.: 50W",PARAGUARI,YAGUARON,"101,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.561667/-57.276111,-25.561667,-57.276111,"Sí, de acuerdo"
ZPD812,200,"DESPERTAR FM - ZPD812 - 87,9MHz",RADIO COMUNITARIA DESPERTAR FM,"Departamento: Alto Parana Localidad: Yguazú Frecuencia: 87,9MHz P.E.R.: 25W",Alto Parana,Yguazú,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.465/-54.992778,-25.465,-54.992778,"Sí, de acuerdo"
ZPD843,200,"ECOS DE SAPUCAI FM - ZPD843 - 87,9MHz",RADIO COMUNITARIA ECOS DE SAPUCAO FM,"Departamento: Paraguarí Localidad: Sapucai Frecuencia: 87,9MHz P.E.R.: 50W",Paraguarí,Sapucai,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.665278/-56.947778,-25.665278,-56.947778,"Sí, de acuerdo"
ZPD856,209,"EL IMPERIO FM - ZPD856 - 89,7MHz",ASOCIACIÓN DE LOCUTORES DEL AMAMBAY,"Departamento: Amambay Localidad: Pedro Juan Caballero Frecuencia: 89,7MHz P.E.R.: 50W",Amambay,Pedro Juan Caballero,"89,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.561944/-55.740556,-22.561944,-55.740556,"Sí, de acuerdo"
ZPC330,217,"EL MENSU COMUNICACIONES - ZPC330 - 91,3MHz",ASOCIACION RADIO COMUNITARIA EL MENSU,"Departamento: Canindeyu Localidad: Puente Kyjhá Frecuencia: 91,3MHz P.E.R.: 50W",Canindeyu,Puente Kyjhá,"91,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.156111/-54.663333,-24.156111,-54.663333,"Sí, de acuerdo"
ZPD805,200,"EMANUEL FM - ZPD805 - 87,9MHz",ASOCIACIÓN RADIO COMUNITARIA EMANUEL,"Departamento: San Pedro Localidad: San Estanislao Frecuencia: 87,9MHz P.E.R.: 50W",San Pedro,San Estanislao,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.671389/-56.446667,-24.671389,-56.446667,"Sí, de acuerdo"
ZPC478,272,"EMISORA LIDER FM - ZPC478 - 102,3MHz",ASOCIACIÓN COMUNICACIÓN LIDER PRODUCCIONES,"Departamento: Caazapa Localidad: San Juan Nepomuceno Frecuencia: 102,3MHz P.E.R.: 50W",Caazapa,San Juan Nepomuceno,"102,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.114167/-55.933889,-26.114167,-55.933889,"Sí, de acuerdo"
ZPD847,219,"ESPERANZA DE VIDA - ZPD847 - 91,7MHz",ORGANIZACIÓN ESPERANZA DE VIDA,"Departamento: Cordillera Localidad: Itacurubí de la Cordillera Frecuencia: 91,7MHz P.E.R.: 50W",Cordillera,Itacurubí de la Cordillera,"91,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.463611/-56.850833,-25.463611,-56.850833,"Sí, de acuerdo"
ZPC350,211,"ESPERANZA FM - ZPC350 - 90,1MHz",ASOCIACIÓN DEL BARRIO SANTA ROSA GUABIYÚ,"Departamento: Itapúa Localidad: San Juan del Paraná Frecuencia: 90,1MHz P.E.R.: 50W",Itapúa,San Juan del Paraná,"90,1",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.3/-55.972222,-27.3,-55.972222,"Sí, de acuerdo"
ZPD726,284,"ESTACIÓN 7 - ZPD726 - 104,7MHz",ASOCIACIÓN CIVIL ESTACIÓN SIETE,"Departamento: San Pedro Localidad: Compañía Punta Suerte - San Estanislao Frecuencia: 104,7MHz P.E.R.: 50W",San Pedro,Compañía Punta Suerte - San Estanislao,"104,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.677222/-56.458888,-24.677222,-56.458888,"Sí, de acuerdo"
ZPD906,217,"ESTACIÓN MIX LA VOZ COMUNITARIA - ZPD906 - 91,3MHz",COMISIÓN DE RADIO COMUNITARIA ESTACIÓN MIX,"Departamento: Caaguazú Localidad: San Joaquín Frecuencia: 91,3MHz P.E.R.: 50W",Caaguazú,San Joaquín,"91,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.025/-56.044167,-25.025,-56.044167,"Sí, de acuerdo"
ZPD820,282,"ESTRELLA FM - ZPD820 - 104,3MHz",COMISIÓN CONTRALORÍA CIUDADANA,"Departamento: Cordillera Localidad: Emboscada Frecuencia: 104,3MHz P.E.R.: 50W",Cordillera,Emboscada,"104,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.125833/-57.346667,-25.125833,-57.346667,"Sí, de acuerdo"
ZPD718,264,"FENIX FM - ZPD718 - 100,7MHz",COMISIÓN CIUDADANA FUERZA A LA CULTURA,"Departamento: Ñeembucú Localidad: Mayor Martínez Frecuencia: 100,7MHz P.E.R.: 50W",Ñeembucú,Mayor Martínez,"100,7",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.147778/-58.227778,-27.147778,-58.227778,"Sí, de acuerdo"
ZPD907,238,"FM CULTURA - ZPD907 - 95,5MHz",ASOCIACIÓN RADIO COMUNITARIA FM CULTURA,"Departamento: Alto Paraná Localidad: Juan E. O'leary Frecuencia: 95,5MHz P.E.R.: 50W",Alto Paraná,Juan E. O'leary,"95,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.4225/-55.376944,-25.4225,-55.376944,"Sí, de acuerdo"
ZPC333,212,"FM ITÁ - ZPC333 - 90,3MHz",RADIO COMUNITARIA FM ITÁ,"Departamento: Central Localidad: Itá Frecuencia: 90,3MHz P.E.R.: 50W",Central,Itá,"90,3",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.5075/-57.35,-25.5075,-57.35,"Sí, de acuerdo"
ZPD802,200,"FM LA MISION DE TRINIDAD - ZPD802 - 87,9MHz",RADIO COMUNITARIA FM LA MISION DE TRINIDAD,"Departamento: Itapúa Localidad: Trinidad Frecuencia: 87,9MHz P.E.R.: 50W",Itapúa,Trinidad,"87,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.128333/-55.704722,-27.128333,-55.704722,"Sí, de acuerdo"
ZPD759,243,"FM LA VERDAD - ZPD759 - 96,5MHz",ASOCIACIÓN CIUDADANOS COMPROMETIDOS POR LA VERDAD (A.C.C.V.),"Departamento: Alto Parana Localidad: Hernandarias Frecuencia: 96,5MHz P.E.R.: 50W",Alto Parana,Hernandarias,"96,5",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.406389/-54.640278,-25.406389,-54.640278,"Sí, de acuerdo"
ZPC827,210,"FM LOMA PLATA - ZPC827 - 89,9MHz",ASOCIACIÓN CIVIL CHORTITZER KOMITEE,"Departamento: Boquerón Localidad: Loma Plata Frecuencia: 89,9MHz P.E.R.: 300W",Boquerón,Loma Plata,"89,9",CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.380556/-59.834167,-22.380556,-59.834167,"Sí, de acuerdo"
