id,channel,name,authorized,description,department,city,source,link,lat,lon,agreement,category
ZPD808,297,"CONTINENTAL FM - ZPD808 - 107,3MHz",ASOCIACIÓN DE VAQUERÍA POTY RADIO COMUNITARIA CONTINENTAL F.M.,"Departamento: Caaguazú<br>Localidad: Vaquería<br>Frecuencia: 107,3MHz<br>P.E.R.: 50W",Caaguazú,Vaquería,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.001111/-55.8175,-25.001111,-55.8175,"SI, Acepto",Radios Comunitarias
ZPD721,212,"CORAZÓN TROPICAL FM - ZPD721 - 90,3MHz",ASOCIACION DE LA RADIO COMUNITARIA CORAZÓN TROPICAL,"Departamento: Itapúa<br>Localidad: Edelira Km 28<br>Frecuencia: 90,3MHz<br>P.E.R.: 50W",Itapúa,Edelira Km 28,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.718889/-55.33,-26.718889,-55.33,"SI, Acepto",Radios Comunitarias
ZPC472,268,"CULTURA FM - ZPC472 - 101,5MHz",ASOCIACIÓN RADIO CULTURA,"Departamento: Itapúa<br>Localidad: Naranjito<br>Frecuencia: 101,5MHz<br>P.E.R.: 50W",Itapúa,Naranjito,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.368056/-55.242222,-26.368056,-55.242222,"SI, Acepto",Radios Comunitarias
ZPD902,269,"DEL REY FM - ZPD902 - 101,7MHz",ASOCIACIÓN RADIO COMUNITARIA DEL REY,"Departamento: PARAGUARI<br>Localidad: YAGUARON<br>Frecuencia: 101,7MHz<br>P.E.R.: 50W",PARAGUARI,YAGUARON,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.561667/-57.276111,-25.561667,-57.276111,"SI, Acepto",Radios Comunitarias
ZPD812,200,"DESPERTAR FM - ZPD812 - 87,9MHz",RADIO COMUNITARIA DESPERTAR FM,"Departamento: Alto Parana<br>Localidad: Yguazú<br>Frecuencia: 87,9MHz<br>P.E.R.: 25W",Alto Parana,Yguazú,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.465/-54.992778,-25.465,-54.992778,"SI, Acepto",Radios Comunitarias
ZPD843,200,"ECOS DE SAPUCAI FM - ZPD843 - 87,9MHz",RADIO COMUNITARIA ECOS DE SAPUCAO FM,"Departamento: Paraguarí<br>Localidad: Sapucai<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",Paraguarí,Sapucai,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.665278/-56.947778,-25.665278,-56.947778,"SI, Acepto",Radios Comunitarias
ZPD856,209,"EL IMPERIO FM - ZPD856 - 89,7MHz",ASOCIACIÓN DE LOCUTORES DEL AMAMBAY,"Departamento: Amambay<br>Localidad: Pedro Juan Caballero<br>Frecuencia: 89,7MHz<br>P.E.R.: 50W",Amambay,Pedro Juan Caballero,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.561944/-55.740556,-22.561944,-55.740556,"SI, Acepto",Radios Comunitarias
ZPC330,217,"EL MENSU COMUNICACIONES - ZPC330 - 91,3MHz",ASOCIACION RADIO COMUNITARIA EL MENSU,"Departamento: Canindeyu<br>Localidad: Puente Kyjhá<br>Frecuencia: 91,3MHz<br>P.E.R.: 50W",Canindeyu,Puente Kyjhá,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.156111/-54.663333,-24.156111,-54.663333,"SI, Acepto",Radios Comunitarias
ZPD805,200,"EMANUEL FM - ZPD805 - 87,9MHz",ASOCIACIÓN RADIO COMUNITARIA EMANUEL,"Departamento: San Pedro<br>Localidad: San Estanislao<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",San Pedro,San Estanislao,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.671389/-56.446667,-24.671389,-56.446667,"SI, Acepto",Radios Comunitarias
ZPC478,272,"EMISORA LIDER FM - ZPC478 - 102,3MHz",ASOCIACIÓN COMUNICACIÓN LIDER PRODUCCIONES,"Departamento: Caazapa<br>Localidad: San Juan Nepomuceno<br>Frecuencia: 102,3MHz<br>P.E.R.: 50W",Caazapa,San Juan Nepomuceno,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.114167/-55.933889,-26.114167,-55.933889,"SI, Acepto",Radios Comunitarias
ZPD847,219,"ESPERANZA DE VIDA - ZPD847 - 91,7MHz",ORGANIZACIÓN ESPERANZA DE VIDA,"Departamento: Cordillera<br>Localidad: Itacurubí de la Cordillera<br>Frecuencia: 91,7MHz<br>P.E.R.: 50W",Cordillera,Itacurubí de la Cordillera,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.463611/-56.850833,-25.463611,-56.850833,"SI, Acepto",Radios Comunitarias
ZPC350,211,"ESPERANZA FM - ZPC350 - 90,1MHz",ASOCIACIÓN DEL BARRIO SANTA ROSA GUABIYÚ,"Departamento: Itapúa<br>Localidad: San Juan del Paraná<br>Frecuencia: 90,1MHz<br>P.E.R.: 50W",Itapúa,San Juan del Paraná,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.3/-55.972222,-27.3,-55.972222,"SI, Acepto",Radios Comunitarias
ZPD726,284,"ESTACIÓN 7 - ZPD726 - 104,7MHz",ASOCIACIÓN CIVIL ESTACIÓN SIETE,"Departamento: San Pedro<br>Localidad: Compañía Punta Suerte - San Estanislao<br>Frecuencia: 104,7MHz<br>P.E.R.: 50W",San Pedro,Compañía Punta Suerte - San Estanislao,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.677222/-56.458888,-24.677222,-56.458888,"SI, Acepto",Radios Comunitarias
ZPD906,217,"ESTACIÓN MIX LA VOZ COMUNITARIA - ZPD906 - 91,3MHz",COMISIÓN DE RADIO COMUNITARIA ESTACIÓN MIX,"Departamento: Caaguazú<br>Localidad: San Joaquín<br>Frecuencia: 91,3MHz<br>P.E.R.: 50W",Caaguazú,San Joaquín,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.025/-56.044167,-25.025,-56.044167,"SI, Acepto",Radios Comunitarias
ZPD820,282,"ESTRELLA FM - ZPD820 - 104,3MHz",COMISIÓN CONTRALORÍA CIUDADANA,"Departamento: Cordillera<br>Localidad: Emboscada<br>Frecuencia: 104,3MHz<br>P.E.R.: 50W",Cordillera,Emboscada,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.125833/-57.346667,-25.125833,-57.346667,"SI, Acepto",Radios Comunitarias
ZPD718,264,"FENIX FM - ZPD718 - 100,7MHz",COMISIÓN CIUDADANA FUERZA A LA CULTURA,"Departamento: Ñeembucú<br>Localidad: Mayor Martínez<br>Frecuencia: 100,7MHz<br>P.E.R.: 50W",Ñeembucú,Mayor Martínez,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.147778/-58.227778,-27.147778,-58.227778,"SI, Acepto",Radios Comunitarias
ZPD907,238,"FM CULTURA - ZPD907 - 95,5MHz",ASOCIACIÓN RADIO COMUNITARIA FM CULTURA,"Departamento: Alto Paraná<br>Localidad: Juan E. O'leary<br>Frecuencia: 95,5MHz<br>P.E.R.: 50W",Alto Paraná,Juan E. O'leary,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.4225/-55.376944,-25.4225,-55.376944,"SI, Acepto",Radios Comunitarias
ZPC333,212,"FM ITÁ - ZPC333 - 90,3MHz",RADIO COMUNITARIA FM ITÁ,"Departamento: Central<br>Localidad: Itá<br>Frecuencia: 90,3MHz<br>P.E.R.: 50W",Central,Itá,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.5075/-57.35,-25.5075,-57.35,"SI, Acepto",Radios Comunitarias
ZPD802,200,"FM LA MISION DE TRINIDAD - ZPD802 - 87,9MHz",RADIO COMUNITARIA FM LA MISION DE TRINIDAD,"Departamento: Itapúa<br>Localidad: Trinidad<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",Itapúa,Trinidad,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.128333/-55.704722,-27.128333,-55.704722,"SI, Acepto",Radios Comunitarias
ZPD759,243,"FM LA VERDAD - ZPD759 - 96,5MHz",ASOCIACIÓN CIUDADANOS COMPROMETIDOS POR LA VERDAD (A.C.C.V.),"Departamento: Alto Parana<br>Localidad: Hernandarias<br>Frecuencia: 96,5MHz<br>P.E.R.: 50W",Alto Parana,Hernandarias,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.406389/-54.640278,-25.406389,-54.640278,"SI, Acepto",Radios Comunitarias
ZPC827,210,"FM LOMA PLATA - ZPC827 - 89,9MHz",ASOCIACIÓN CIVIL CHORTITZER KOMITEE,"Departamento: Boquerón<br>Localidad: Loma Plata<br>Frecuencia: 89,9MHz<br>P.E.R.: 300W",Boquerón,Loma Plata,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.380556/-59.834167,-22.380556,-59.834167,"SI, Acepto",Radios Comunitarias
ZPD881,220,"FM NEULAND - ZPD881 - 91,9MHz",ASOCIACIÓN COLONIA NEULAND,"Departamento: Boquerón<br>Localidad: Neuland<br>Frecuencia: 91,9MHz<br>P.E.R.: 300W",Boquerón,Neuland,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.645556/-60.121389,-22.645556,-60.121389,"SI, Acepto",Radios Comunitarias
ZPD882,221,"FM SAN JUAN - ZPD882 - 92,1MHz",CENTRO COMUNITARIO SAN JUAN,"Departamento: Canindeyu<br>Localidad: Yasy Cañy<br>Frecuencia: 92,1MHz<br>P.E.R.: 50W",Canindeyu,Yasy Cañy,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.603611/-55.8075,-24.603611,-55.8075,"SI, Acepto",Radios Comunitarias
ZPC342,216,"FM TROPICANA - ZPC342 - 91,1MHz",ASOCIACIÓN RADIO COMUNITARIA FM TROPICANA,"Departamento: Concepción<br>Localidad: Concepción<br>Frecuencia: 91,1MHz<br>P.E.R.: 50W",Concepción,Concepción,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.399167/-57.4425,-23.399167,-57.4425,"SI, Acepto",Radios Comunitarias
ZPD839,246,"FRAM FM - ZPD839 - 97,1MHz",ASOCIACIÓN COMUNITARIA Y CULTURAL FRAM,"Departamento: Itapúa<br>Localidad: Fram<br>Frecuencia: 97,1MHz<br>P.E.R.: 50W",Itapúa,Fram,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.091944/-56.023889,-27.091944,-56.023889,"SI, Acepto",Radios Comunitarias
ZPD734,228,"FRATERNIDAD 7 - ZPD734 - 93,5MHz",FUNDACIÓN VERITAS,"Departamento: Capital<br>Localidad: Asunción<br>Frecuencia: 93,5MHz<br>P.E.R.: 25W",Capital,Asunción,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.312222/-57.566667,-25.312222,-57.566667,"SI, Acepto",Radios Comunitarias
ZPC324,241,"FUENTA AGUA VIVA FM - ZPC324 - 96,1MHz",ASOCIACIÓN FUENTE AGUA VIVA,"Departamento: Caaguazú<br>Localidad: Coronel Oviedo<br>Frecuencia: 96,1MHz<br>P.E.R.: 50W",Caaguazú,Coronel Oviedo,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.448333/-56.44,-25.448333,-56.44,"SI, Acepto",Radios Comunitarias
ZPD828,241,"GOSPEL FM - ZPD828 - 96,1MHz",ASOCIACIÓN RADIO COMUNITARIA GOSPEL,"Departamento: San Pedro<br>Localidad: San Estanislao<br>Frecuencia: 96,1MHz<br>P.E.R.: 50W",San Pedro,San Estanislao,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.667222/-56.442778,-24.667222,-56.442778,"SI, Acepto",Radios Comunitarias
ZPD837,269,"GRACIA FM - ZPD837 - 101,7MHz",IGLESIA CRISTO CENTRO,"Departamento: Presidente Hayes<br>Localidad: Remansito - Villa Hayes<br>Frecuencia: 101,7MHz<br>P.E.R.: 25W",Presidente Hayes,Remansito - Villa Hayes,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.166944/-57.561667,-25.166944,-57.561667,"SI, Acepto",Radios Comunitarias
ZPD707,273,"GRATITUD FM - ZPD707 - 102,5MHz",COMISIÓN VECINAL GRATITUD,"Departamento: Paraguarí<br>Localidad: Acahay<br>Frecuencia: 102,5MHz<br>P.E.R.: 50W",Paraguarí,Acahay,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.911111/-57.112222,-25.911111,-57.112222,"SI, Acepto",Radios Comunitarias
ZPD903,203,"HORQUETA FM - ZPD903 - 88,5MHz",ASOCIACIÓN HORQUETA COMUNICACIONES,"Departamento: CONCEPCIÓN<br>Localidad: HORQUETA<br>Frecuencia: 88,5MHz<br>P.E.R.: 50W",CONCEPCIÓN,HORQUETA,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.347222/-57.051389,-23.347222,-57.051389,"SI, Acepto",Radios Comunitarias
ZPC489,206,"HUGUA REY FM - ZPC489 - 89,1MHz",RADIO COMUNITARIA HUGUAREY,"Departamento: San Pedro<br>Localidad: Jhugua Rey<br>Frecuencia: 89,1MHz<br>P.E.R.: 50W",San Pedro,Jhugua Rey,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.396667/-56.698889,-24.396667,-56.698889,"SI, Acepto",Radios Comunitarias
ZPC796,300,"INDEPENDENCIA FM - ZPC796 - 107,9MHz",CORO POLIFÓNICO INDEPENDENCIA,"Departamento: Guairá<br>Localidad: Colonia Independencia<br>Frecuencia: 107,9MHz<br>P.E.R.: 50W",Guairá,Colonia Independencia,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.700833/-56.178889,-25.700833,-56.178889,"SI, Acepto",Radios Comunitarias
ZPC358,245,"INTEGRACIÓN FM - ZPC358 - 96,9MHz",ASOCIACIÓN RADIO COMUNITARIA INTEGRACIÓN FM,"Departamento: Canindeyu<br>Localidad: Katueté<br>Frecuencia: 96,9MHz<br>P.E.R.: 50W",Canindeyu,Katueté,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.251389/-54.758333,-24.251389,-54.758333,"SI, Acepto",Radios Comunitarias
ZPD905,204,"INTERACCIÓN FM - ZPD905 - 88,7MHz",ASOCIACIÓN COMUNITARIA PRENSA ACP,"Departamento: Alto Paraná<br>Localidad: Ciudad del Este<br>Frecuencia: 88,7MHz<br>P.E.R.: 25W",Alto Paraná,Ciudad del Este,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.48/-54.664167,-25.48,-54.664167,"SI, Acepto",Radios Comunitarias
ZPD824,269,"INTERRADIO FM - ZPD824 - 101,7MHz",ASOCIACIÓN INTERRADIO FM,"Departamento: Central<br>Localidad: Itá<br>Frecuencia: 101,7MHz<br>P.E.R.: 25W",Central,Itá,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.500833/-57.363889,-25.500833,-57.363889,"SI, Acepto",Radios Comunitarias
ZPD737,200,"ITACURUBÍ FM - ZPD737 - 87,9MHz",ASOCIACIÓN RADIO COMUNITARIA ITACURUBÍ FM,"Departamento: Cordillera<br>Localidad: Itacurubí de la Cordillera<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",Cordillera,Itacurubí de la Cordillera,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.466111/-56.853333,-25.466111,-56.853333,"SI, Acepto",Radios Comunitarias
ZPD620,205,"ITAKY FM - ZPD620 - 88,9MHz",ASOCIACIÓN COMUNAL,"Departamento: Concepción<br>Localidad: Col. Sgto. José F. López<br>Frecuencia: 88,9MHz<br>P.E.R.: 50W",Concepción,Col. Sgto. José F. López,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-22.389167/-56.930833,-22.389167,-56.930833,"SI, Acepto",Radios Comunitarias
ZPD634,224,"ITAMBEY FM - ZPD634 - 92,7MHz",ASOCIACIÓN RADIO COMUNITARIA ITAMBEY,"Departamento: Canindeyu<br>Localidad: Nueva Esperanza<br>Frecuencia: 92,7MHz<br>P.E.R.: 50W",Canindeyu,Nueva Esperanza,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.509722/-54.857778,-24.509722,-54.857778,"SI, Acepto",Radios Comunitarias
ZPD908,273,"ITURBE FM - ZPD908 - 102,5MHz",ASOCACIÓN DE BENEFICIARIOS DEL CAMPO COMUNAL DE ITURBE,"Departamento: Guairá<br>Localidad: Iturbe<br>Frecuencia: 102,5MHz<br>P.E.R.: 50W",Guairá,Iturbe,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.053333/-56.483056,-26.053333,-56.483056,"SI, Acepto",Radios Comunitarias
ZPC788,285,"JKUARAHY RESE FM - ZPC788 - 104,9MHz",ORGANIZACIÓN CAMPESINA DEL ESTE,"Departamento: Caaguazú<br>Localidad: José Domingo Ocampos<br>Frecuencia: 104,9MHz<br>P.E.R.: 50W",Caaguazú,José Domingo Ocampos,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.410278/-55.433611,-25.410278,-55.433611,"SI, Acepto",Radios Comunitarias
ZPD842,264,"KO'E PYAHU FM - ZPD842 - 100,7MHz",AGRUPACIÓN DE DESARROLLO Y PROMICIÓN CULTURAL KO'E PYAHU DE ISLA UMBÚ,"Departamento: Ñeembucú<br>Localidad: Isla Umbú<br>Frecuencia: 100,7MHz<br>P.E.R.: 50W",Ñeembucú,Isla Umbú,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.981944/-58.267222,-26.981944,-58.267222,"SI, Acepto",Radios Comunitarias
ZPD703,291,"LA COSTA FM - ZPD703 - 106,1MHz",ASOCIACIÓN COMUNITARIA LA COSTA,"Departamento: Concepción<br>Localidad: Concepción<br>Frecuencia: 106,1MHz<br>P.E.R.: 50W",Concepción,Concepción,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-23.398611/-57.443611,-23.398611,-57.443611,"SI, Acepto",Radios Comunitarias
ZPD865,285,"LA FAMILIA FM - ZPD865 - 104,9MHz",ASOCIACIÓN DE RADIO COMUNITARIA LA FAMILIA FM,"Departamento: Cordillera<br>Localidad: Itacurubí de la Cordillera<br>Frecuencia: 104,9MHz<br>P.E.R.: 50W",Cordillera,Itacurubí de la Cordillera,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.466389/-56.838889,-25.466389,-56.838889,"SI, Acepto",Radios Comunitarias
ZPD834,200,"LA NUEVA FM - ZPD834 - 87,9MHz",ASOCIAICÓN RADIO COMUNITARIA CIUDAD MÁS LIMPIA,"Departamento: Cordillera<br>Localidad: Atyrá<br>Frecuencia: 87,9MHz<br>P.E.R.: 50W",Cordillera,Atyrá,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.2825/-57.168889,-25.2825,-57.168889,"SI, Acepto",Radios Comunitarias
ZPC344,294,"LA VOZ DE ACAHAY - ZPC344 - 106,7MHz",ASOCIACIÓN RADIO COMUNITARIA LA VOZ DE ACAHAY,"Departamento: Paraguarí<br>Localidad: Acahay<br>Frecuencia: 106,7MHz<br>P.E.R.: 50W",Paraguarí,Acahay,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.915/-57.114167,-25.915,-57.114167,"SI, Acepto",Radios Comunitarias
ZPD819,228,"LA VOZ DE PIQUETE CUE - ZPD819 - 93,5MHz",ASCIACIÓN RADIO LA VOZ DE PIQUETE CUE,"Departamento: Central<br>Localidad: Piquete Cue - Limpio<br>Frecuencia: 93,5MHz<br>P.E.R.: 25W",Central,Piquete Cue - Limpio,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.113056/-57.485,-25.113056,-57.485,"SI, Acepto",Radios Comunitarias
ZPC782,228,"LA VOZ DEL SANTUARIO MARÍA AUXILIADORA FM - ZPC782 - 93,5MHz",SOCIEDAD SALESIANA DEL PARAGUAY - PARROQUIA MARÍA AUXILIADORA,"Departamento: Capital<br>Localidad: Asunción<br>Frecuencia: 93,5MHz<br>P.E.R.: 10W",Capital,Asunción,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.281389/-57.645,-25.281389,-57.645,"SI, Acepto",Radios Comunitarias
ZPD636,200,"LATINOAMERICA FM - ZPD636 - 87,9MHz",RADIO COMUNITARIA LATINO AMÉRICA,"Departamento: Central<br>Localidad: Mariano Roque Alonso<br>Frecuencia: 87,9MHz<br>P.E.R.: 25W",Central,Mariano Roque Alonso,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.180833/-57.531944,-25.180833,-57.531944,"SI, Acepto",Radios Comunitarias
ZPC488,228,"LEYENDA FM - ZPC488 - 93,5MHz",ASOCIACIÓN RADIO COMUNITARIA LEYENDA FM,"Departamento: Central<br>Localidad: San Lorenzo<br>Frecuencia: 93,5MHz<br>P.E.R.: 50W",Central,San Lorenzo,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.363333/-57.541667,-25.363333,-57.541667,"SI, Acepto",Radios Comunitarias
ZPD822,279,"LOMA GUAZÚ POTY - ZPD822 - 103,7MHz",RADIO COMUNITARIA LOMA GUAZÚ POTY FM,"Departamento: Ñeembucú<br>Localidad: Loma Guazú - Gral. Díaz<br>Frecuencia: 103,7MHz<br>P.E.R.: 50W",Ñeembucú,Loma Guazú - Gral. Díaz,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-27.137778/-58.343056,-27.137778,-58.343056,"SI, Acepto",Radios Comunitarias
ZPD850,206,"LUNA FM - ZPD850 - 89,1MHz",COMISIÓN VIRGEN DE FÁTIMA,"Departamento: Guairá<br>Localidad: Mauricio J. Troche<br>Frecuencia: 89,1MHz<br>P.E.R.: 50W",Guairá,Mauricio J. Troche,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-25.618333/-56.273889,-25.618333,-56.273889,"SI, Acepto",Radios Comunitarias
ZPD646,209,"LUZ BELLA FM - ZPD646 - 89,7MHz",ASOCIACIÓN CAMPESINA DE PRODUCTORES ALTERNATIVOS Y ECOLÓGICOS DE LUZ BELLA,"Departamento: San Pedro<br>Localidad: Colonia Luz Bella - Guayaybi<br>Frecuencia: 89,7MHz<br>P.E.R.: 50W",San Pedro,Colonia Luz Bella - Guayaybi,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.249722/-56.180556,-24.249722,-56.180556,"SI, Acepto",Radios Comunitarias
ZPD891,241,"MAGIA FM DIGITAL - ZPD891 - 96,1MHz",ASOCIACIÓN RADIO COMUNITARIA MAGIA FM DIGITAL,"Departamento: San Pedro<br>Localidad: Chore<br>Frecuencia: 96,1MHz<br>P.E.R.: 50W",San Pedro,Chore,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-24.187222/-56.583889,-24.187222,-56.583889,"SI, Acepto",Radios Comunitarias
ZPD845,255,"MAINUMBY FM - ZPD845 - 98,9MHz",ASOCIACIÓN DE RADIO COMUNITARIA MAINUMBY,"Departamento: Itapúa<br>Localidad: Itapúa Poty<br>Frecuencia: 98,9MHz<br>P.E.R.: 50W",Itapúa,Itapúa Poty,CONATEL,http://umap.openstreetmap.fr/en/map/pymc_349107#16/-26.699722/-55.475278,-26.699722,-55.475278,"SI, Acepto",Radios Comunitarias
